stu,skill,crtRatio
2083,34,0.6666666666666666
1651,105,0.0
2349,8,0.8
420,30,1.0
3049,122,0.4
501,9,0.75
3279,50,0.5714285714285714
728,84,0.75
2016,30,1.0
3264,35,0.6923076923076923
181,112,1.0
3280,77,0.72
241,11,0.6
174,23,0.75
2007,66,1.0
2331,34,0.0
3317,31,0.8888888888888888
744,69,1.0
711,84,0.0
609,23,0.7142857142857143
1999,30,1.0
2646,122,0.6
3300,30,0.9166666666666666
102,79,0.7
247,84,0.6666666666666666
288,47,0.65
158,85,0.5
3258,91,0.8
518,86,1.0
45,103,0.0
849,69,1.0
1209,29,1.0
1380,69,0.6493506493506493
258,27,0.0
66,115,0.8
3304,97,0.6
423,70,0.8888888888888888
1524,32,0.5
43,88,0.7777777777777778
35,64,1.0
166,17,0.75
149,121,0.625
153,98,1.0
839,70,0.7857142857142857
2003,18,0.8333333333333334
2302,62,0.0
3007,2,0.75
282,48,1.0
51,32,1.0
249,63,0.75
157,53,0.5
436,51,0.8571428571428571
2070,93,0.0
856,48,1.0
3322,47,0.625
2108,2,1.0
254,119,0.5172413793103449
3326,106,0.8461538461538461
31,117,0.75
149,17,0.75
56,66,1.0
75,11,0.8
23,81,0.3125
265,48,1.0
752,66,1.0
2573,106,0.8333333333333334
2402,34,0.5
1520,9,1.0
241,57,0.6875
1051,9,1.0
1731,1,0.25
103,116,0.6666666666666666
161,66,1.0
1281,91,1.0
2976,34,0.0
3307,88,0.42857142857142855
505,71,0.0
143,102,1.0
2997,47,1.0
261,8,1.0
2067,11,0.0
3287,106,0.6521739130434783
224,57,0.10526315789473684
2774,43,1.0
346,57,0.25
1981,34,1.0
156,38,1.0
786,56,0.0
803,86,0.0
144,66,1.0
46,69,1.0
157,25,0.8
3274,38,0.7
1626,50,0.8461538461538461
800,108,0.0
241,111,0.43478260869565216
3296,113,0.0
1026,120,0.0
2066,113,0.5
2506,111,0.0
2293,34,0.5454545454545454
1159,47,1.0
264,91,0.6111111111111112
2413,26,1.0
94,81,0.75
2058,77,0.0
1281,23,1.0
827,2,1.0
1626,85,0.2857142857142857
1471,43,0.5
198,61,0.42857142857142855
1478,120,0.0
819,100,1.0
3328,65,1.0
137,91,0.9
1180,105,0.21428571428571427
2960,28,0.0
3289,100,0.7142857142857143
483,2,0.8333333333333334
158,19,0.8
107,71,0.5
235,74,1.0
450,1,0.0
1490,35,1.0
387,79,0.6111111111111112
648,118,0.6
636,69,0.6666666666666666
3319,101,1.0
2271,31,0.0
920,31,1.0
417,120,0.2
3311,65,1.0
3328,95,1.0
819,2,1.0
3310,3,1.0
261,113,0.38461538461538464
231,34,1.0
799,62,0.4
450,31,0.75
2351,9,0.6
3307,25,1.0
3311,95,1.0
819,32,1.0
2145,32,1.0
249,71,0.4
915,32,1.0
1121,100,0.75
1389,113,0.5714285714285714
231,64,1.0
563,84,1.0
2359,31,0.25
3298,61,1.0
1477,7,1.0
578,105,0.15789473684210525
28,47,0.8181818181818182
3290,25,1.0
440,34,0.6923076923076923
3300,111,0.8
312,19,0.0
668,43,0.5
437,27,0.0
3307,43,0.7777777777777778
56,115,0.6
105,23,1.0
688,122,1.0
2240,34,0.2857142857142857
1474,105,0.5714285714285714
3298,91,1.0
647,101,0.75
161,119,0.8888888888888888
332,113,0.38461538461538464
420,27,0.0
437,57,0.75
2350,97,0.0
2048,30,1.0
1998,56,1.0
841,47,0.6666666666666666
559,74,1.0
294,91,0.75
3286,2,0.5555555555555556
3296,47,0.8
671,122,1.0
299,15,0.5
2929,9,1.0
3273,55,1.0
335,8,1.0
2186,34,0.38095238095238093
259,86,0.7
3278,113,1.0
260,105,0.85
100,31,1.0
2804,43,0.7777777777777778
2580,122,1.0
654,122,1.0
3260,21,1.0
1035,71,0.8571428571428571
148,10,0.6666666666666666
791,95,0.8571428571428571
135,50,0.6666666666666666
83,31,1.0
383,26,0.9090909090909091
228,47,0.8
3017,9,1.0
848,113,0.0
1628,50,0.42857142857142855
1305,8,0.0
219,97,0.26666666666666666
2002,112,1.0
1139,47,0.14285714285714285
30,39,0.0
349,120,0.6666666666666666
424,100,1.0
1329,29,1.0
2585,122,0.8333333333333334
3264,23,1.0
638,99,0.5
3307,77,0.9166666666666666
3280,8,0.3333333333333333
258,2,0.7142857142857143
2201,32,0.7142857142857143
3293,84,0.7058823529411765
58,8,0.75
2684,66,1.0
1,34,0.6666666666666666
434,81,0.8
2329,117,0.5
2079,32,0.7142857142857143
2009,91,1.0
179,114,0.3333333333333333
612,105,0.5
1267,34,0.42857142857142855
972,106,1.0
2617,81,0.7142857142857143
3264,53,1.0
269,58,1.0
864,105,0.5384615384615384
171,61,1.0
264,13,0.0
3265,40,0.8
285,26,1.0
386,30,1.0
3126,11,1.0
3320,43,0.9166666666666666
3260,35,0.5714285714285714
3000,69,1.0
1069,29,0.0
3274,34,0.8
2089,26,1.0
2191,105,0.0
2681,118,1.0
745,62,1.0
2417,117,0.0
335,30,0.6666666666666666
2040,70,0.9166666666666666
1154,120,0.25
1480,46,0.44
3206,32,0.0
979,110,0.8
163,55,1.0
1761,105,1.0
839,18,1.0
742,84,1.0
2424,108,1.0
30,85,0.4
109,47,0.6666666666666666
1275,34,0.0
282,100,0.5714285714285714
846,112,0.5833333333333334
2761,11,0.5
2174,105,0.0
600,59,0.0
3096,105,1.0
150,21,1.0
964,2,1.0
154,91,1.0
478,100,1.0
1514,23,1.0
58,11,1.0
789,77,0.6
978,26,0.8888888888888888
3265,57,0.7272727272727273
725,84,1.0
3318,23,1.0
1517,31,1.0
2643,48,1.0
259,91,1.0
157,42,0.3333333333333333
1299,84,1.0
2174,7,0.0
258,32,0.8666666666666667
251,55,1.0
931,47,0.0
331,97,0.6
1514,53,1.0
478,2,1.0
1363,34,0.375
269,19,0.8
2036,93,0.0
462,47,0.6875
563,51,0.4375
708,84,1.0
253,105,0.675
3318,53,1.0
3267,64,0.7
141,87,1.0
2277,91,0.0
139,60,0.5714285714285714
150,97,0.8333333333333334
2060,114,1.0
1497,53,1.0
478,32,1.0
3293,0,0.0
449,117,0.625
2994,74,1.0
1626,3,1.0
3314,13,1.0
1052,32,1.0
1258,7,1.0
2643,108,1.0
3302,0,0.0
134,15,1.0
158,77,0.7894736842105263
3317,21,1.0
447,113,0.5333333333333333
827,51,0.9
230,108,0.5
1627,95,1.0
137,23,1.0
331,113,0.0
236,51,0.4
1184,105,0.2
230,105,0.9333333333333333
16,11,1.0
3289,111,1.0
242,23,1.0
43,101,0.8181818181818182
3309,21,1.0
2973,34,1.0
3293,66,0.75
1496,74,0.3333333333333333
2473,105,0.7142857142857143
287,86,0.5892857142857143
1467,8,0.0
49,34,0.42857142857142855
1480,7,0.5714285714285714
914,50,1.0
3292,21,1.0
2580,119,0.75
2951,64,0.2857142857142857
201,61,0.2777777777777778
3301,15,1.0
776,95,0.625
1298,64,0.7096774193548387
2799,30,0.75
905,86,1.0
1131,98,1.0
228,61,1.0
839,100,0.6666666666666666
3275,21,1.0
1090,77,0.0
3183,11,1.0
2373,100,1.0
1304,64,0.0
3268,60,0.75
262,57,0.46153846153846156
74,64,0.75
2122,34,0.0
657,29,0.0
99,13,1.0
290,26,0.7142857142857143
1563,38,0.5384615384615384
3264,43,0.8823529411764706
3296,34,0.8571428571428571
532,79,0.5555555555555556
979,34,0.5333333333333333
2470,64,1.0
1223,34,1.0
57,64,0.0
450,26,0.8571428571428571
434,95,1.0
3269,106,0.6923076923076923
151,97,0.9444444444444444
2137,91,1.0
3265,106,0.7857142857142857
3291,48,1.0
3147,34,0.4
1917,34,0.9
86,9,1.0
1320,91,0.75
2916,32,0.2857142857142857
2549,29,0.25
3308,71,0.8571428571428571
851,91,0.75
258,8,0.42857142857142855
3322,74,0.6
203,47,0.35714285714285715
1215,34,1.0
3274,48,1.0
2011,51,1.0
43,86,0.4666666666666667
141,71,0.6666666666666666
1300,84,0.875
69,9,1.0
36,24,0.5
749,42,1.0
1345,86,0.5833333333333334
2272,9,0.21428571428571427
1518,60,0.0
1626,38,0.0
2873,74,0.9090909090909091
66,31,1.0
1562,105,0.5555555555555556
70,101,1.0
174,9,1.0
2007,11,1.0
2012,91,0.5714285714285714
64,115,1.0
2464,39,1.0
927,9,0.45977011494252873
52,9,1.0
2012,69,1.0
2113,32,0.5
2323,77,0.0
145,106,0.8260869565217391
736,112,1.0
150,95,0.9166666666666666
158,71,1.0
2035,78,0.8571428571428571
266,8,0.5
41,112,0.75
283,38,0.0
385,105,0.5
1053,31,0.0
2856,74,0.9090909090909091
458,61,0.7647058823529411
1306,42,1.0
49,31,1.0
157,9,1.0
1651,23,1.0
151,85,0.6363636363636364
2999,69,0.75
37,18,0.875
158,88,0.5555555555555556
330,1,0.14285714285714285
489,86,0.6
3289,95,0.6666666666666666
2405,120,0.7142857142857143
3325,11,1.0
576,120,0.42857142857142855
3326,86,0.546875
287,61,0.8333333333333334
158,60,0.5
158,101,1.0
854,48,1.0
962,26,1.0
590,47,0.125
1178,69,0.0
39,5,1.0
2184,2,0.25
2780,11,0.16666666666666666
1998,70,0.8571428571428571
2775,20,1.0
263,60,0.75
2057,100,0.42857142857142855
2792,50,1.0
411,120,0.48
2353,118,0.23076923076923078
1496,68,0.75
36,70,0.9
282,23,1.0
1735,40,0.75
420,37,0.1111111111111111
2974,34,0.0
2223,34,0.3
446,92,0.6
157,69,1.0
1003,15,0.36363636363636365
2903,35,0.8
1180,32,1.0
3329,37,1.0
161,11,1.0
262,15,1.0
3300,122,0.875
145,97,1.0
175,85,0.5714285714285714
3325,71,1.0
3287,118,0.6333333333333333
150,8,0.6923076923076923
563,26,0.7142857142857143
595,105,0.2857142857142857
265,23,1.0
1152,105,0.0
269,74,0.7272727272727273
1274,81,0.0
2617,111,0.5
3313,58,0.75
152,47,1.0
1068,30,0.8333333333333334
2714,122,0.6666666666666666
140,69,1.0
446,50,0.7058823529411765
43,7,1.0
144,11,1.0
451,2,0.0
3325,117,0.8333333333333334
137,107,0.8333333333333334
1066,41,0.3333333333333333
434,49,0.6666666666666666
234,118,0.5
800,53,0.0
328,118,0.6
2927,43,0.6
3287,3,0.6
35,23,0.5714285714285714
948,47,0.5357142857142857
2394,9,0.5
3304,47,0.8333333333333334
132,69,1.0
3303,61,0.875
2,57,1.0
1516,108,1.0
988,42,0.6666666666666666
1148,71,0.25
1504,2,1.0
160,2,0.8571428571428571
346,120,0.5555555555555556
2414,117,1.0
636,119,0.47058823529411764
435,51,0.9
2069,9,1.0
3303,91,0.75
139,106,0.782608695652174
162,88,0.8
1722,113,1.0
199,56,0.5
1487,2,1.0
446,40,0.75
29,91,0.8571428571428571
564,115,1.0
3278,32,0.9090909090909091
13,32,1.0
138,43,0.8666666666666667
2052,9,1.0
539,8,0.0
3313,113,0.5714285714285714
1135,108,1.0
1579,1,0.0
70,8,0.0
106,1,1.0
450,63,0.8333333333333334
58,95,0.7142857142857143
823,117,0.8333333333333334
2376,47,1.0
36,79,0.6666666666666666
180,71,0.7142857142857143
2035,9,1.0
1688,113,1.0
2242,34,0.0
3279,97,0.8823529411764706
1238,34,1.0
3299,98,1.0
833,31,0.8888888888888888
3266,113,0.625
1934,34,1.0
3275,43,0.34615384615384615
2938,35,0.125
2797,113,0.0
1566,38,1.0
1793,113,1.0
1021,86,0.8333333333333334
2367,100,0.5555555555555556
2224,7,0.6538461538461539
744,115,0.75
3005,105,0.42857142857142855
3295,58,1.0
2015,31,1.0
85,95,1.0
2032,61,1.0
3285,64,0.6363636363636364
2016,106,0.5
785,31,1.0
1323,26,1.0
1776,113,1.0
445,69,0.7391304347826086
2924,84,1.0
3264,86,0.6486486486486487
2015,61,1.0
2338,100,0.5
1330,30,1.0
433,113,1.0
966,63,0.0
421,7,1.0
2019,57,1.0
2351,77,1.0
2346,32,0.0
3261,58,1.0
1998,61,1.0
48,100,0.75
963,85,0.0
2222,7,0.04
330,31,0.3333333333333333
1063,27,0.0
172,9,1.0
2556,106,0.0
847,2,0.7142857142857143
3124,91,0.75
3118,105,0.0
2002,57,1.0
1153,63,0.4166666666666667
485,63,0.6666666666666666
1637,27,0.5
2468,79,1.0
2094,56,0.0
962,53,0.75
965,60,0.0
1090,112,0.8666666666666667
188,6,1.0
613,19,1.0
836,117,0.5
3025,50,1.0
164,44,0.5555555555555556
1519,23,0.75
2211,86,0.5555555555555556
2094,86,0.0
863,11,1.0
2046,105,0.6666666666666666
1661,78,1.0
236,18,0.25
2082,114,0.5
2896,2,1.0
1326,26,1.0
264,92,0.0
2045,43,0.6666666666666666
2765,20,0.75
443,84,0.7333333333333333
46,11,0.75
2434,79,1.0
2444,31,0.8
385,57,0.1
2393,31,0.6666666666666666
260,39,1.0
3328,111,0.75
81,47,0.8653846153846154
155,122,1.0
447,23,0.6666666666666666
2203,32,0.16666666666666666
2129,47,0.6666666666666666
58,60,1.0
656,5,0.6666666666666666
860,79,0.8333333333333334
2413,9,1.0
848,91,1.0
701,8,0.0
3327,66,1.0
274,9,0.5714285714285714
2934,64,0.6666666666666666
465,9,0.6201550387596899
2011,43,0.6666666666666666
139,57,1.0
1276,112,1.0
466,32,0.875
725,29,1.0
78,100,0.8888888888888888
3319,43,0.875
243,69,1.0
1174,21,1.0
1308,86,0.42105263157894735
3323,26,1.0
77,38,0.8888888888888888
3276,107,0.7
1137,11,0.6
3258,119,0.6071428571428571
3326,34,1.0
450,119,0.2222222222222222
2144,60,0.6
139,87,1.0
3299,35,0.75
2618,118,0.6
1603,30,1.0
134,58,1.0
141,32,1.0
3306,26,1.0
132,38,0.8
2711,43,0.0
3315,20,1.0
2862,74,0.5909090909090909
1594,66,1.0
449,91,0.7777777777777778
141,62,1.0
3258,117,0.36363636363636365
1488,34,1.0
3273,71,0.75
3317,100,1.0
97,34,0.75
2282,31,1.0
1133,91,0.5
3309,64,1.0
2048,117,1.0
3318,74,0.8333333333333334
39,117,0.8571428571428571
2069,70,0.6363636363636364
392,120,0.8181818181818182
433,50,0.5
561,53,1.0
2391,60,0.75
181,11,0.6666666666666666
3283,106,0.8823529411764706
3307,117,0.9
3326,35,0.5294117647058824
3305,24,1.0
1577,96,1.0
3324,38,0.5454545454545454
1526,107,0.7
3297,122,1.0
2014,100,0.75
164,11,0.6666666666666666
75,15,0.7368421052631579
2593,11,1.0
922,31,1.0
2610,41,1.0
2820,86,1.0
1476,122,1.0
1687,113,0.75
162,7,0.7
257,38,0.5185185185185185
536,30,0.0
331,31,1.0
449,65,1.0
1274,47,0.42105263157894735
930,9,0.3611111111111111
2050,122,1.0
152,40,0.8888888888888888
1208,27,0.0
905,31,1.0
2345,88,0.0
2362,118,0.5
2010,77,1.0
348,113,0.5714285714285714
2013,43,0.625
68,122,0.625
1641,21,0.6
3280,34,0.8333333333333334
443,108,1.0
30,69,0.9166666666666666
3297,64,0.8333333333333334
3293,112,1.0
1399,77,0.8181818181818182
1170,105,0.6
642,122,0.0
2050,24,1.0
220,47,0.3333333333333333
158,84,0.7647058823529411
3295,119,0.6363636363636364
163,85,0.6
1744,105,0.6
2232,8,0.0
83,44,1.0
43,95,0.8421052631578947
2017,56,1.0
1593,43,0.3333333333333333
75,101,0.75
3263,24,1.0
1306,32,0.8823529411764706
1274,105,0.2727272727272727
3258,20,1.0
888,61,1.0
254,107,0.7
1766,32,1.0
402,31,1.0
196,56,1.0
260,6,0.5
145,119,0.8260869565217391
3258,50,1.0
394,8,0.5
871,61,1.0
3020,66,1.0
1510,94,0.05555555555555555
996,69,1.0
244,20,0.47368421052631576
37,119,0.4074074074074074
62,97,0.0
176,61,0.5
2571,62,0.5
2786,30,0.0
3268,30,0.5714285714285714
3285,60,0.5714285714285714
862,97,1.0
3262,21,1.0
284,56,1.0
2474,81,0.8333333333333334
484,63,0.7142857142857143
58,57,0.5
142,31,0.875
138,38,0.6666666666666666
287,106,0.696969696969697
94,50,0.6428571428571429
456,61,0.9166666666666666
178,24,1.0
170,122,1.0
490,61,1.0
142,105,0.85
590,6,0.6
3326,1,0.0
2004,112,1.0
1330,8,0.3333333333333333
142,61,0.875
159,91,0.0
855,79,1.0
163,33,0.0
3323,23,0.5
1396,69,0.631578947368421
1485,69,0.4444444444444444
490,50,0.5
32,93,0.75
181,79,0.8571428571428571
493,57,0.0
2059,40,0.6666666666666666
339,15,0.6666666666666666
852,100,0.8
266,24,1.0
139,40,0.9
70,122,0.8333333333333334
146,74,1.0
238,40,0.6666666666666666
1067,99,1.0
162,42,1.0
409,43,0.3333333333333333
3325,120,1.0
436,113,0.6666666666666666
3260,91,0.8
2310,47,0.5
964,50,0.8
3314,89,0.75
39,114,1.0
696,84,0.0
40,26,0.7894736842105263
3306,53,0.5
2061,79,0.7142857142857143
145,42,1.0
3216,109,1.0
36,2,1.0
1724,105,0.0
137,6,1.0
258,35,0.5555555555555556
251,63,0.75
266,100,0.8333333333333334
493,30,1.0
3297,89,0.25
1064,66,0.4
561,50,0.5
679,84,0.0
1584,13,0.0
3289,53,0.75
27,38,1.0
189,61,0.6666666666666666
2625,122,0.0
439,19,0.6
1135,50,0.5
19,2,1.0
1707,105,0.0
3321,110,1.0
375,26,1.0
246,64,0.7777777777777778
479,105,0.16666666666666666
131,50,1.0
1516,23,1.0
3280,89,0.0
11,100,1.0
136,108,1.0
237,71,0.0
237,112,1.0
3301,61,0.9375
1333,86,0.019230769230769232
1063,8,0.3333333333333333
3329,42,1.0
263,30,0.5714285714285714
353,97,0.32
826,112,0.4
2414,32,1.0
3115,47,0.8333333333333334
3134,61,0.8181818181818182
257,81,0.37037037037037035
423,38,0.5
2612,105,1.0
2067,8,1.0
589,113,0.3333333333333333
1,74,1.0
502,61,0.6153846153846154
605,23,0.9058823529411765
165,71,0.36363636363636365
1795,105,0.75
107,95,0.75
3258,34,0.6666666666666666
1186,100,0.7
3267,85,0.75
99,100,1.0
2301,86,1.0
439,35,0.0
1033,95,0.1
860,55,0.6666666666666666
3269,31,0.92
1304,95,0.8888888888888888
540,40,0.0
446,26,1.0
3275,81,0.4074074074074074
3300,100,1.0
968,9,0.6666666666666666
82,100,1.0
3319,119,0.7428571428571429
249,62,0.8333333333333334
87,117,0.0
2276,50,1.0
3307,106,0.8666666666666667
334,8,1.0
338,78,1.0
556,70,0.8333333333333334
179,23,0.75
1233,9,0.36666666666666664
837,70,0.8888888888888888
3277,101,0.6923076923076923
3303,9,1.0
220,61,0.5555555555555556
159,116,0.6666666666666666
2482,55,1.0
133,91,0.8
437,92,1.0
102,40,1.0
267,40,0.6153846153846154
332,122,1.0
2153,34,0.5833333333333334
1504,84,0.7
417,43,0.0
817,91,0.9166666666666666
2364,9,0.0
3239,32,0.7142857142857143
3286,9,1.0
2914,30,0.0
2007,57,0.75
2935,43,1.0
437,122,1.0
1110,47,1.0
3295,3,1.0
102,70,1.0
1433,86,0.0
2352,122,0.4
69,85,0.0
94,34,1.0
2004,79,0.75
2801,30,0.75
172,61,0.7619047619047619
266,38,0.6666666666666666
2651,111,0.6666666666666666
567,30,1.0
2108,91,0.5
2918,43,1.0
1622,105,0.6
3261,107,1.0
184,97,0.4
141,84,0.9166666666666666
104,15,0.8
445,47,0.8571428571428571
2003,34,1.0
57,9,0.5
2014,78,1.0
742,86,0.5333333333333333
2330,9,0.125
874,61,0.5714285714285714
3023,2,0.0
1554,30,0.0
2006,42,1.0
49,107,0.5
399,11,0.5
2706,112,1.0
1994,70,1.0
2011,100,1.0
1622,91,0.0
639,62,1.0
2715,122,0.8333333333333334
963,30,0.0
653,84,0.8
41,2,0.7142857142857143
72,66,1.0
156,40,1.0
1121,9,0.48214285714285715
3301,57,0.8888888888888888
140,85,0.75
1536,9,1.0
165,34,1.0
275,105,0.65
1994,100,1.0
3266,107,0.8333333333333334
387,69,0.0
2455,105,0.5555555555555556
3266,91,1.0
824,70,0.8235294117647058
854,61,1.0
3265,29,1.0
2002,32,1.0
786,47,0.1958762886597938
144,57,0.75
388,56,0.7777777777777778
2058,79,0.75
501,63,0.0
747,100,1.0
142,84,0.8823529411764706
452,95,0.6666666666666666
2498,122,0.6
153,92,1.0
261,29,0.5
2763,20,0.75
2972,2,0.0
51,26,1.0
222,105,0.7142857142857143
152,30,1.0
156,100,1.0
448,117,0.7142857142857143
835,70,1.0
176,9,1.0
156,88,0.7777777777777778
2074,64,1.0
198,113,0.391304347826087
612,66,1.0
2817,30,0.8
1298,85,1.0
35,88,1.0
1891,34,0.8666666666666667
153,122,1.0
747,2,1.0
244,29,0.5
1308,95,0.7857142857142857
333,105,0.6
3328,97,1.0
2943,74,0.6
135,30,1.0
264,108,1.0
727,122,1.0
835,100,1.0
159,9,1.0
1498,62,0.625
359,85,0.125
161,121,0.5263157894736842
2531,122,1.0
585,97,0.75
267,69,0.48717948717948717
422,61,0.8888888888888888
71,86,0.8571428571428571
1298,30,0.9
1818,105,0.75
2073,32,1.0
2879,50,0.4
896,95,0.8823529411764706
248,42,1.0
143,84,0.7777777777777778
135,60,1.0
1510,105,1.0
965,8,1.0
710,122,1.0
139,2,1.0
2527,41,0.0
35,30,0.8333333333333334
1281,115,1.0
3320,79,0.7777777777777778
1567,30,0.6666666666666666
34,85,1.0
2309,2,1.0
2270,31,0.0
2777,74,1.0
693,122,1.0
1510,7,1.0
2014,43,0.7
835,32,1.0
3323,61,0.9333333333333333
251,56,0.5384615384615384
140,19,0.8
34,115,1.0
2077,34,1.0
2350,9,0.6
248,102,1.0
8,54,0.16666666666666666
1003,38,0.6
2276,47,0.5
2825,86,0.0
3315,99,1.0
1493,7,1.0
3310,95,1.0
2749,31,1.0
818,32,1.0
3320,23,1.0
136,122,0.7619047619047619
1129,81,1.0
3314,37,1.0
3306,1,1.0
2389,100,1.0
1476,7,1.0
3328,88,0.8
2905,122,0.8888888888888888
3297,37,1.0
545,43,0.0
987,86,0.8125
2923,50,0.46153846153846156
3290,105,0.7777777777777778
197,85,0.0
328,79,0.875
915,26,1.0
1125,71,1.0
851,85,0.42857142857142855
2047,30,1.0
3005,69,0.6666666666666666
3306,77,0.8333333333333334
1817,105,1.0
335,70,1.0
3290,19,1.0
2156,100,1.0
165,84,0.8421052631578947
3315,121,0.38095238095238093
480,63,0.8888888888888888
2047,60,1.0
3306,107,0.8333333333333334
820,31,0.8571428571428571
3268,95,1.0
1334,71,0.7777777777777778
178,100,0.7142857142857143
415,97,0.0
180,30,0.6
3284,63,1.0
187,56,0.056338028169014086
424,91,0.5
2916,26,0.0
331,6,1.0
105,47,1.0
56,95,0.8125
104,2,0.3333333333333333
458,63,0.8
596,79,0.6
1812,113,1.0
512,61,0.75
355,56,0.3333333333333333
2345,63,0.0
1521,32,0.7142857142857143
3293,74,0.5555555555555556
2916,56,0.0
2074,78,0.6666666666666666
2483,48,1.0
420,51,0.8947368421052632
1301,30,0.0
2057,51,0.8181818181818182
1795,113,1.0
63,115,1.0
394,57,0.5
173,97,0.0
2337,114,0.8333333333333334
2106,47,0.0
3271,106,0.3333333333333333
2147,107,0.8333333333333334
2466,48,1.0
406,100,1.0
35,69,0.603448275862069
59,34,0.5
1778,113,1.0
2001,118,1.0
2098,11,0.5
267,119,0.40816326530612246
3020,11,1.0
2932,70,1.0
1636,88,0.0
293,100,1.0
2072,17,0.75
2106,77,0.0
71,77,1.0
2338,31,0.4
280,47,0.7777777777777778
2928,30,1.0
636,84,1.0
851,11,0.5
2105,31,1.0
421,115,0.8
2413,85,0.0
33,114,0.6
3293,35,0.45
2287,15,0.0
27,51,0.7647058823529411
2422,79,0.75
842,47,0.0
339,31,0.6
68,105,0.8
193,113,0.8
373,47,0.0
2911,30,1.0
2177,91,0.6
2210,32,1.0
2058,84,0.7142857142857143
142,6,0.75
1626,92,0.0
2181,117,0.0
55,65,0.8
721,35,0.0
973,58,1.0
35,119,0.6363636363636364
1535,100,0.9
2915,43,0.3333333333333333
449,62,0.6666666666666666
163,19,1.0
25,105,1.0
32,38,0.25
284,61,1.0
247,6,0.75
1504,23,0.7142857142857143
241,26,0.7142857142857143
1565,64,0.7
355,105,0.5333333333333333
1510,4,0.75
3262,118,0.42105263157894735
3285,118,0.391304347826087
2230,99,1.0
45,15,1.0
146,19,1.0
1485,72,0.75
934,117,0.0
1119,9,0.6521739130434783
77,42,0.8571428571428571
2007,112,0.8571428571428571
2849,74,0.0
3292,110,0.7142857142857143
707,84,1.0
284,107,0.8333333333333334
2437,48,0.8333333333333334
1473,43,0.6666666666666666
133,113,1.0
184,113,0.4117647058823529
3268,84,0.7692307692307693
133,101,0.7777777777777778
2569,86,0.6470588235294118
163,79,1.0
3305,47,0.9090909090909091
1517,25,1.0
48,53,1.0
21,54,0.5
3327,11,1.0
3321,25,1.0
3294,26,0.75
380,9,0.8333333333333334
1141,86,0.25
1060,26,1.0
2661,47,0.8571428571428571
3297,34,0.5
142,9,1.0
246,8,0.5555555555555556
2218,69,0.5833333333333334
136,23,1.0
372,91,1.0
3318,47,1.0
134,107,1.0
246,21,1.0
2399,55,0.75
2301,99,1.0
2722,1,0.5
3304,25,1.0
2067,51,1.0
2273,26,1.0
3313,19,1.0
255,21,1.0
136,53,1.0
2075,117,1.0
3317,15,1.0
249,122,0.782608695652174
3304,55,1.0
3277,56,0.0
3321,85,1.0
148,71,0.8333333333333334
2063,11,1.0
914,71,0.5
2596,95,0.0
384,11,0.8333333333333334
1480,47,1.0
108,9,1.0
573,74,1.0
1625,15,0.5384615384615384
2957,43,0.0
431,49,0.5
266,20,0.7058823529411765
888,77,0.0
3300,15,1.0
133,121,0.8333333333333334
737,42,0.6666666666666666
2046,11,1.0
2366,43,0.0
151,105,0.7692307692307693
3258,8,0.4444444444444444
1434,105,0.6666666666666666
2058,60,0.3333333333333333
3288,2,0.5
147,84,0.7272727272727273
351,97,0.8333333333333334
3258,66,0.75
564,5,1.0
91,22,0.5
1490,46,0.6923076923076923
434,86,0.5
640,61,0.6875
1362,31,0.5
2051,84,0.38461538461538464
2042,64,0.0
159,31,0.6666666666666666
1005,79,0.0
98,13,1.0
250,107,0.6428571428571429
2045,113,1.0
3263,7,1.0
2927,113,0.75
287,110,0.7142857142857143
3289,47,0.8333333333333334
483,32,0.8571428571428571
159,32,0.8888888888888888
2080,117,0.2
2345,3,0.0
99,105,1.0
263,84,0.7692307692307693
2008,63,0.7777777777777778
70,62,0.75
3291,110,1.0
443,23,1.0
2579,27,0.0
437,37,1.0
3263,37,1.0
976,107,0.0
3283,74,1.0
2247,23,1.0
3261,74,0.7857142857142857
102,56,0.3333333333333333
1249,44,0.5714285714285714
2930,64,1.0
1693,113,0.5714285714285714
3274,110,1.0
443,53,1.0
2562,27,0.0
178,111,1.0
1126,81,0.5555555555555556
761,35,0.0
2355,31,1.0
2151,9,0.18181818181818182
308,19,1.0
2007,32,0.5
2052,70,0.9565217391304348
2922,58,1.0
992,122,1.0
1521,2,0.25
85,15,1.0
3024,9,0.0
3283,6,1.0
2696,100,1.0
850,97,0.0
247,91,0.6666666666666666
158,92,0.0
434,119,1.0
2131,9,0.07692307692307693
157,30,0.75
3274,42,1.0
1298,27,0.0
2125,9,1.0
255,100,0.6
2003,9,1.0
57,118,0.0
364,97,0.0
72,11,1.0
1626,32,0.5
283,86,0.9
3273,101,0.8571428571428571
157,60,0.75
2686,50,1.0
2659,7,0.4
1521,62,0.375
165,113,1.0
2432,111,0.5
1319,70,1.0
3132,47,0.25
153,7,1.0
2855,43,0.6
154,82,0.5
481,34,0.8461538461538461
2774,20,1.0
2355,64,0.3333333333333333
55,11,1.0
552,86,0.6666666666666666
156,15,1.0
287,9,1.0
838,7,0.9
39,97,1.0
371,117,1.0
3322,84,0.59375
3281,26,0.8181818181818182
2415,111,0.0
3159,47,0.6153846153846154
1319,100,1.0
60,47,0.4186046511627907
2067,18,0.375
627,95,1.0
3295,71,0.6
136,20,0.75
2998,105,0.5
251,35,0.4666666666666667
