stu,cluster
1577,96
3027,2
1275,23
470,4
811,68
1221,52
2441,21
1769,37
2973,31
641,2
1374,2
379,2
439,53
117,2
1296,82
2328,0
3240,2
246,3
628,68
1849,2
2978,2
2942,79
1983,2
2392,21
1929,31
1720,37
2130,21
592,2
2632,2
1650,58
476,56
1375,2
2153,4
2044,97
2916,26
2062,2
719,42
425,10
1799,37
1800,2
2209,21
2963,40
1454,2
2111,43
1192,2
1064,82
2124,62
2104,4
3056,42
1518,23
1256,23
1202,52
33,16
1959,31
2965,40
1045,68
1165,21
514,60
2796,2
1667,2
2514,24
2816,60
1405,2
2337,62
2075,62
1015,82
2536,42
3323,13
3288,55
2315,43
267,39
1616,42
232,81
870,72
1313,4
2613,2
2217,2
2694,76
1356,2
960,2
1550,96
2462,98
2394,43
3273,48
2331,23
2814,28
2692,2
2980,60
813,68
2168,2
1173,2
2776,1
137,50
1822,2
156,63
2345,43
2365,21
651,42
1771,73
3087,42
3005,89
589,67
86,4
2581,27
1386,2
1144,60
2118,0
3030,2
2444,21
1981,31
1772,37
894,34
276,21
644,2
582,27
2904,42
994,8
411,65
2806,1
3243,2
583,28
461,2
1723,37
595,2
1056,68
2673,2
2827,60
794,68
1416,2
253,9
3194,2
1669,2
30,80
1802,37
1803,2
2199,2
1580,73
2538,42
1007,68
1195,2
1100,30
2278,2
1299,96
539,79
2224,31
560,22
351,28
673,42
893,82
1303,66
1962,31
1168,21
509,56
1408,2
1280,82
3306,35
3224,2
2229,2
2175,31
1725,60
2878,2
576,2
636,16
460,56
1561,73
2004,5
2695,2
2915,42
1438,2
1638,27
1176,2
47,2
1522,81
3040,42
2259,2
319,52
2707,12
654,42
2512,2
606,2
800,96
1029,68
3008,89
3042,2
330,67
1255,2
2858,1
1389,2
1543,60
2992,1
3200,30
58,53
910,4
2258,42
761,24
3121,2
262,48
2034,5
2482,15
2597,2
1468,2
2201,2
2325,68
997,8
419,31
1425,40
2480,91
735,8
3070,42
1552,1
2189,27
295,81
3108,68
1482,22
2884,31
3072,2
72,72
482,56
1681,2
434,16
1231,31
1419,2
285,36
1573,60
3230,30
1805,37
2889,2
2493,2
1473,58
2929,38
3170,21
1236,2
2738,98
2839,1
2281,2
2362,76
542,79
2476,98
354,28
1756,37
1306,66
366,2
3149,83
752,74
1053,2
2790,1
2098,2
3227,2
2359,43
1345,30
3019,89
463,56
1594,96
2311,2
49,38
875,0
1653,2
926,82
2120,62
792,2
153,95
2007,5
3119,32
2373,62
1379,27
83,36
3257,2
2020,60
2959,79
1830,79
657,42
6,81
2629,24
609,2
943,27
3298,39
672,58
2324,62
2995,1
2061,97
3074,2
913,4
85,81
1816,37
2728,2
2862,2
517,40
80,2
2483,91
2925,58
214,2
2113,0
2761,72
2030,2
2439,21
364,26
1485,22
2082,12
1545,73
1591,40
2188,30
2405,28
181,90
1442,60
2417,2
2887,31
1576,60
239,31
2553,42
2975,0
303,52
1624,73
1501,2
1373,82
2158,43
378,82
2842,1
1049,21
977,2
1131,60
717,42
1837,73
1575,73
2709,2
969,34
2612,69
1190,2
1516,23
1527,32
668,42
345,26
861,91
1477,31
1665,2
2994,27
1215,31
1403,2
274,2
2335,62
1918,2
12,2
575,79
3179,72
555,21
387,28
1789,37
2586,52
2223,0
254,29
1554,27
1869,2
204,28
632,60
698,42
