stu,cluster
1225,45
1868,2
1606,2
1302,36
2403,17
215,2
1637,26
2275,17
2703,49
287,27
3010,57
1427,36
1432,2
3076,2
2350,47
2215,2
571,51
1819,2
2966,50
3140,23
1557,2
428,2
2080,43
3175,44
963,17
2868,9
2969,61
2041,51
3027,2
522,51
641,2
1374,2
379,2
721,31
902,43
117,2
222,18
887,63
2819,9
356,18
2650,51
1791,61
463,1
3240,2
2978,2
1849,2
1983,2
781,18
1587,2
592,2
1183,61
169,48
2632,2
2947,14
2898,9
153,40
1556,14
2381,11
3057,2
2062,2
560,55
238,4
1612,31
1800,2
2289,50
3168,18
543,2
260,22
1454,2
594,47
386,18
1192,2
2239,49
2123,17
1893,49
3058,2
951,61
2796,2
1667,2
1613,31
1332,18
1405,2
545,47
1814,21
3122,23
2149,11
275,43
1972,49
1065,19
924,43
3083,31
3022,21
2217,2
1356,2
960,2
1765,21
1243,61
1640,26
2692,2
3034,31
2638,31
3088,2
629,18
2168,2
2441,11
985,31
1173,2
3152,23
1716,21
1822,2
2357,17
3268,54
966,17
2247,2
200,26
1386,2
184,18
1795,21
2392,11
3030,2
586,61
2130,11
1953,49
2738,10
644,2
1482,55
2476,10
99,59
905,43
3064,31
561,4
279,26
3304,12
1794,61
3243,2
1746,21
1209,45
461,2
595,2
199,2
2607,20
2950,14
2673,2
156,40
639,45
868,17
1416,2
2691,19
3194,2
1669,2
2199,2
1803,2
2326,43
1425,50
1605,17
377,44
2114,43
1195,2
2852,9
3292,15
1239,45
2278,2
3258,22
814,18
1156,47
2665,2
2014,41
1597,18
3314,39
1408,2
206,18
1460,49
332,14
3036,31
3224,2
2229,2
1967,2
2878,2
576,2
1536,44
859,61
1926,49
3025,57
232,48
2695,2
735,31
43,32
1733,36
1438,2
673,19
578,47
901,63
1176,2
47,2
276,11
1867,36
2444,11
2881,49
1220,45
2259,2
1877,49
285,59
2794,17
2512,2
606,2
1197,61
2646,2
2874,9
3042,2
1255,2
2261,11
1389,2
1798,21
2595,36
2758,63
3106,23
1924,17
2344,45
2090,49
2741,10
1485,55
2042,9
3121,2
2597,2
1468,2
294,0
1072,2
2201,2
3246,2
559,11
1907,49
495,26
3072,2
2904,9
1681,2
2360,31
1419,2
2170,50
68,38
1168,11
517,50
1702,61
2889,2
2493,2
2627,2
498,36
62,0
612,58
1236,2
1591,50
1779,21
2281,2
3275,37
1937,49
83,59
366,2
1053,2
3329,13
2147,44
53,36
3227,2
2098,2
1030,18
1836,2
653,31
768,18
1888,49
22,48
760,14
297,24
2591,20
1523,36
2885,9
414,51
2311,2
3044,2
1653,2
981,18
2101,49
792,2
1870,36
3158,23
856,23
1493,49
3257,2
1223,45
437,39
448,48
52,48
609,2
1835,14
2701,49
3074,2
1488,55
2728,2
2862,2
80,2
214,2
1910,49
2030,2
2781,50
3170,11
3075,2
2470,8
2376,1
27,32
1288,2
2417,2
3127,49
3214,17
3139,23
2648,51
3203,44
2892,2
2496,2
1501,2
3165,17
977,2
2579,36
1940,49
2709,2
2937,9
151,39
3024,14
1190,2
2792,36
2121,17
173,63
1891,49
459,48
2660,2
3296,63
512,23
1665,2
1611,31
1403,2
274,2
1234,44
1812,21
1918,2
12,2
1970,49
922,43
3081,31
1051,44
2151,17
2560,36
1869,2
2183,49
686,31
1921,49
1363,50
1409,17
