stu,cluster
2906,23
26,9
2435,29
341,21
1535,1
2468,26
1044,29
2667,6
1693,29
888,10
1922,1
1431,29
3005,1
2857,23
991,22
1360,5
983,18
1507,24
3278,16
2880,6
3035,29
3130,1
1644,29
839,10
1227,6
3153,21
387,29
2085,0
2936,23
1594,28
2191,18
599,28
2116,24
109,21
1020,21
3248,29
2119,29
1515,0
1857,29
675,23
1199,29
2005,13
1211,3
907,0
1545,28
7,9
591,29
648,5
782,5
1903,1
1412,29
1036,7
2302,6
804,29
2882,29
788,21
1982,1
754,28
288,0
516,7
2670,29
937,0
2172,18
621,29
1001,21
2244,6
2329,1
1933,1
2332,6
3220,29
2225,29
1096,29
425,10
834,29
572,29
436,19
763,5
2480,26
2775,23
2962,29
2795,1
2909,23
344,21
242,10
389,29
454,9
769,21
1963,1
203,18
3008,1
2517,29
2860,23
2255,29
1146,7
1260,29
602,29
98,1
982,21
2176,1
3156,21
2571,5
2730,29
2381,24
770,21
1077,29
2855,29
1518,0
1860,29
1464,29
1256,0
2072,28
1259,5
2407,18
191,21
10,9
2988,0
518,7
2672,29
1415,29
24,29
2149,24
3000,10
3147,29
1985,1
2623,29
823,10
2331,0
2418,5
2277,29
2814,5
2384,12
40,9
355,21
2984,7
2353,24
1707,29
2836,29
1936,1
1445,29
2631,5
2490,29
3174,24
1099,29
1602,12
43,19
3049,29
222,21
955,21
1920,29
1658,29
2483,26
2569,29
2778,23
2912,23
401,29
2286,6
3292,15
1312,29
3128,29
772,21
1966,1
1871,29
2782,29
2520,29
2708,0
2654,29
2209,24
21,9
867,29
2470,28
605,29
1475,28
2334,24
1917,1
2808,23
2733,29
860,26
1342,29
1080,29
684,29
986,22
1813,29
487,9
35,28
2550,29
2288,29
194,21
2562,3
1293,29
897,29
635,29
3325,25
2445,12
1680,29
438,9
2364,24
1054,12
289,29
396,12
187,18
1609,5
1110,29
2888,29
1759,29
2083,10
1497,29
502,29
180,15
2714,29
358,21
1183,18
787,18
1343,7
2987,7
1710,29
172,10
1448,29
426,12
1828,21
3180,29
3295,16
2656,29
1527,29
1319,0
1661,29
532,29
62,0
2973,1
388,21
1186,1
951,18
1320,1
2022,7
2869,29
1532,0
1874,29
1969,1
1270,0
1061,6
3060,5
1228,3
2212,24
1562,28
559,24
665,5
1577,7
1510,17
1691,29
1825,29
696,29
2945,23
2340,29
312,3
863,26
1620,5
2447,12
1083,29
3003,1
3161,29
490,9
27,19
1630,18
206,21
1508,29
1904,29
1520,3
2687,29
2291,29
954,0
3276,15
900,29
638,29
1308,3
1721,29
2044,8
399,12
190,18
586,18
2766,29
1113,29
1247,29
118,29
969,21
646,5
2583,29
2375,0
623,21
1998,13
2595,3
3097,21
1118,0
1159,1
2929,28
3104,29
1713,29
471,9
1980,1
752,28
220,18
3025,1
2816,7
514,7
2668,29
2272,29
1143,29
2337,9
3183,29
881,29
1069,0
904,12
2306,21
669,29
2747,29
1565,23
391,21
1094,29
3134,29
1743,29
3260,25
1240,3
49,28
2405,5
2907,23
2698,29
3287,15
342,21
1307,29
2951,29
3085,29
1956,29
2144,0
1694,29
889,10
3297,28
1277,6
75,22
2055,8
2618,5
201,18
20,6
3006,1
850,18
1124,29
3164,29
1144,7
2169,29
1773,29
3290,25
1511,29
1645,29
120,29
2056,8
2853,23
2981,29
1021,21
