stu,cluster
34,14
831,29
904,13
2597,55
2180,32
937,10
2842,2
580,38
2,61
43,62
2465,15
1975,8
3134,30
2917,32
132,27
1010,36
606,32
1827,29
3042,32
1610,31
2134,37
2343,31
2611,74
1389,32
2347,1
2084,36
3317,7
3121,32
1864,32
473,32
607,32
2734,37
108,56
2526,8
2685,32
3122,33
3322,58
758,21
2348,1
3072,32
1681,32
244,65
1419,32
3209,37
2350,47
2467,74
3106,30
2889,32
928,59
3023,32
899,32
637,32
1138,54
1507,37
2722,40
721,31
2524,55
2156,37
1948,8
2034,48
757,33
1583,32
3312,27
298,13
800,31
1135,21
2369,37
2456,42
3053,32
550,5
341,11
1662,32
2004,61
2311,32
834,29
1612,31
2236,38
2448,37
792,32
583,38
2845,2
2374,8
2689,20
2157,10
1875,32
3137,30
2304,29
271,37
135,27
1055,33
1005,32
1613,31
1929,8
545,47
2737,32
475,68
1650,35
2871,32
2267,3
1689,26
1635,55
3083,31
2875,2
1847,54
2927,49
2559,31
2182,44
165,27
2406,54
1479,72
2030,32
2069,23
3034,31
3075,32
2007,48
2167,37
1959,8
1810,28
3118,30
788,11
1519,1
1719,26
2243,32
1268,10
2718,32
181,12
267,52
2079,45
3064,31
1199,32
2856,2
1627,64
2479,15
268,16
146,27
92,56
2050,23
344,11
458,33
2242,44
1665,32
188,29
274,32
1403,32
12,32
2125,53
989,14
727,14
1981,8
340,13
2307,29
1084,22
2351,72
2976,44
3136,33
1156,47
465,13
988,54
845,5
3086,32
3220,32
1829,32
331,49
728,14
1251,55
3036,31
478,68
2068,48
2638,21
62,10
2270,3
2353,37
191,11
1588,54
2660,45
1532,10
699,72
1646,32
2148,13
1270,10
2282,13
2691,32
3174,37
2838,51
1038,32
2044,41
2224,8
1229,8
578,47
1962,8
893,59
468,32
1521,36
1722,26
2642,32
1117,32
2908,2
1243,28
665,51
2960,49
826,5
2175,8
564,5
26,64
1493,59
921,13
2082,45
1464,32
1202,32
806,32
2859,2
2965,20
2334,37
3151,30
2318,29
754,21
1323,29
1592,37
95,56
1752,26
2672,32
3195,73
598,2
2998,53
414,38
2810,2
2245,44
1668,32
277,32
411,32
1523,59
2080,13
992,14
2623,32
730,14
112,1
521,20
1253,55
646,51
1861,54
2277,32
1995,54
2364,37
805,44
2577,1
3139,33
494,2
1319,36
2055,41
3089,32
2840,2
2463,15
3014,38
481,68
3132,30
1231,8
1533,1
1572,72
2484,74
1282,10
194,11
957,33
2969,8
875,0
3020,53
1098,45
3253,32
608,1
1728,32
923,13
1842,54
2144,10
2648,38
102,49
3275,50
2511,32
605,32
2093,44
2249,32
1120,32
1254,32
2252,37
433,5
1217,1
2377,68
1136,13
1679,32
987,33
1470,38
1813,32
684,32
1281,22
885,22
1509,29
462,68
924,13
1447,54
76,32
1766,36
1314,55
152,27
2333,3
1755,26
2675,32
679,38
3001,53
1213,8
1257,51
492,68
2104,36
3297,51
472,10
995,14
1706,26
1497,32
1101,32
2457,74
798,31
649,51
10,64
1082,55
1785,26
2705,32
905,13
360,33
2058,41
2446,37
352,29
2238,8
2466,15
2843,2
3271,34
2522,32
1535,36
2487,74
239,8
869,32
660,38
2028,54
1337,20
1611,31
523,32
326,49
1219,1
965,5
2735,32
439,75
1687,26
3081,31
2873,2
1845,54
307,35
745,1
2968,10
2706,10
