ques,skill
11061,19
8067,20
12222,51
11322,23
2382,23
12604,116
5711,12
6394,42
11038,35
11542,63
3823,109
9305,6
15196,108
3520,108
581,45
6935,100
12680,111
6472,110
9645,111
961,37
12422,112
5792,122
5966,9
11315,20
5148,20
9441,52
13756,72
10239,32
7481,44
1125,108
4848,24
7976,23
9698,122
12530,59
6289,110
5871,122
5475,122
12810,113
4971,94
14723,9
4723,29
4327,29
13809,83
13231,106
2587,24
12766,43
1076,108
873,45
10792,100
3464,68
451,56
12609,59
6965,100
1079,113
1846,26
7099,100
6084,122
12743,59
12889,113
13742,29
5822,122
13821,93
8587,32
9251,12
12379,11
13895,42
5197,33
14096,32
10269,32
15369,31
1155,108
1752,98
10274,110
3939,68
1490,98
2161,37
3253,6
2857,6
3473,9
14753,9
5135,94
3256,11
10584,43
10900,20
7724,44
5831,26
6469,54
1106,108
4716,110
11084,100
1441,98
8888,81
11097,39
13948,26
10398,38
6243,7
2096,29
3612,60
5907,21
10678,92
8617,32
4952,94
11652,32
12261,113
12354,75
3207,11
3066,35
6548,54
2178,98
12409,11
14704,9
10512,59
4271,110
7444,111
10773,100
1948,50
3765,9
11048,39
3087,94
13,72
8568,32
4581,43
352,26
7754,44
13029,106
2666,37
1136,108
7492,44
11284,23
13469,112
2142,37
4401,112
328,83
7392,42
3237,11
12645,116
12779,116
11979,26
2617,37
2221,37
7474,111
242,16
15285,31
8480,40
7869,115
6210,72
5888,21
7008,52
117,21
13059,106
8207,110
4745,6
7522,7
15447,66
4409,57
14051,100
474,29
8559,40
23,93
4431,112
1814,63
2934,94
4023,21
6129,83
11874,94
5289,106
2133,45
4824,6
4724,68
1615,119
4884,57
10613,60
7082,122
4740,49
1034,73
7899,115
1168,73
772,73
4437,11
6135,19
9662,23
11842,34
8633,110
2218,45
4439,57
15014,39
10886,111
15148,39
4122,121
6610,19
4053,21
4650,11
7850,115
1119,73
12473,22
3755,98
3574,23
379,34
2941,110
599,37
9162,87
14831,39
7503,7
9817,18
14625,111
14151,51
5133,101
11575,40
8540,40
3091,54
7084,23
7029,87
14688,9
12471,97
9430,23
2892,110
4805,6
8475,59
4469,57
11219,112
1986,8
4083,21
511,45
13518,0
9495,88
629,37
4899,55
5923,112
730,89
152,112
8218,110
15419,101
13820,72
4324,83
6712,43
14934,29
4497,11
11885,94
14094,52
4254,24
12721,100
5575,45
6950,100
4675,17
3037,60
6989,28
8505,59
8868,111
13532,19
13928,19
8284,60
13898,113
7604,72
13113,72
12970,23
3104,6
14738,9
6940,28
11114,72
5825,112
15025,39
12132,92
15580,32
2493,54
14886,109
6980,100
11732,121
13067,77
3645,37
14803,111
2786,47
6341,113
7912,80
8314,60
4797,20
1982,23
11811,121
3478,45
8946,7
8428,81
8951,122
4441,92
8393,60
8293,122
7192,104
11144,72
7426,42
11540,72
13458,83
8265,60
11001,23
13720,83
13909,19
6350,54
5376,77
1121,108
9228,107
10441,100
5494,69
1696,16
6299,8
9499,112
8344,60
14249,60
13671,83
9758,43
1200,108
15649,108
1535,98
10654,100
5299,15
4110,113
6364,110
8458,81
8981,122
13604,29
7618,104
5739,21
7222,104
14363,81
10986,21
2046,21
1151,108
10903,23
306,16
15600,108
6398,108
14615,29
7375,90
3228,112
5952,21
7595,93
234,113
8087,30
7173,104
8670,122
9529,112
5313,34
9931,92
12916,42
13701,83
15679,108
6331,54
13122,110
2203,89
1859,50
11275,16
11743,121
4635,92
7252,104
7486,42
7386,104
11338,72
2439,73
405,116
5028,23
14584,26
5644,26
2416,89
15630,108
6750,122
11172,39
11956,121
6144,83
8439,81
15767,113
13425,40
12088,11
7203,104
398,76
6444,52
10255,44
11363,21
9952,43
4503,57
10232,60
12486,57
15581,108
3440,8
3922,11
2370,94
4579,52
12779,50
10946,83
4320,57
9743,54
13365,110
4454,57
15660,108
3566,120
4163,110
11138,24
2184,89
6532,20
13282,112
9765,72
2841,93
12571,20
7,83
3014,21
4093,51
428,76
7233,104
7467,42
5708,24
8848,77
15190,78
13316,110
5465,37
15047,29
15771,60
6731,122
6335,122
14986,19
4389,49
6180,19
8360,30
15266,73
5333,83
7446,104
32,32
6441,23
16,24
5324,34
8161,49
4484,57
7376,8
6958,20
153,29
3945,8
2274,103
14024,52
14602,29
15741,73
6434,20
3641,11
3223,23
6874,63
4840,106
8866,23
14876,39
13998,36
7589,8
4435,57
8910,29
15016,19
7230,75
62,32
3818,88
3100,37
4616,68
5395,35
5576,110
9104,16
13297,110
3338,94
13632,63
7309,75
13269,11
12295,34
14370,29
15247,73
4414,55
11279,97
1730,16
5393,110
5145,45
7564,72
4506,58
12954,121
10194,60
15125,83
11534,94
7260,75
3287,21
11594,108
12246,34
8655,45
14324,34
2015,121
2686,60
4530,122
10564,7
6813,29
1491,121
8329,60
8938,104
7339,75
7110,23
2963,45
7211,75
5640,108
6452,23
1760,16
1364,16
8570,122
10483,18
12343,88
1966,121
3215,37
9965,92
14574,101
5689,0
1602,73
3319,94
265,44
1908,116
2560,42
4191,23
344,108
7290,75
8685,45
9243,107
9805,76
12020,108
12276,34
12570,23
13750,68
1315,16
2435,47
8359,60
2473,73
2077,73
12734,94
11411,0
9322,107
10309,23
7241,75
12227,34
9481,100
3870,89
8696,59
9995,92
6478,52
14530,115
12303,29
7933,73
9631,44
13005,35
13280,11
13139,35
3206,45
12306,34
7017,37
13225,75
850,37
4339,15
1741,16
5538,110
8389,60
12563,104
6611,29
6556,93
9844,44
7010,34
246,44
7271,75
14150,15
2579,68
801,37
2881,110
3993,51
4686,15
5894,122
8726,59
9383,100
10025,92
10181,80
13409,17
6824,29
3596,92
6843,42
5346,24
9198,54
3150,5
7484,75
11190,14
3284,5
6529,111
10656,80
2428,20
9976,92
4924,8
12808,29
13446,20
2386,23
8833,77
75,54
3652,108
713,45
4860,23
15200,108
9152,59
831,37
2911,110
5924,122
965,37
1970,81
8756,59
9279,100
9372,62
170,62
14795,59
6658,117
9691,44
12819,43
6482,120
14099,26
3180,5
13118,110
2758,16
14131,15
5700,121
8707,59
7692,81
405,50
4975,94
4557,106
2196,20
8101,20
9323,62
1678,94
10006,92
11040,83
5308,11
6609,117
9642,44
14589,75
14110,77
3131,5
4614,88
9504,110
12613,59
14927,70
14082,15
9839,100
5054,94
4806,29
4228,52
15186,1
5227,22
6688,117
7777,44
12849,43
14566,64
956,45
3050,16
12692,59
14617,29
11389,92
12710,113
1208,0
5905,122
5005,94
10588,43
8131,20
12668,116
4399,55
5178,22
4760,34
11666,77
7497,111
3161,5
4644,88
6812,8
2739,16
8510,16
8691,91
8925,29
11105,40
11385,94
12486,112
12789,113
15555,74
4478,55
4956,94
12865,108
15470,66
4436,58
12884,121
15790,44
3682,121
9119,16
9628,122
13219,111
3769,9
8566,32
11799,84
14908,70
5035,94
14787,9
15549,66
4429,55
5208,22
6669,117
7758,44
13097,121
5328,87
1140,108
1555,121
7527,111
14170,40
2769,16
14464,29
9579,122
1673,113
15699,10
1893,116
6060,9
8517,32
6516,23
4986,94
3241,11
12649,116
8654,37
7478,111
8612,40
6633,19
6578,83
9787,7
12624,59
9544,20
12758,59
13964,93
12904,113
13542,104
4459,55
2962,37
4156,17
11726,77
7526,7
1767,98
3424,68
7557,111
6249,29
10468,112
8563,40
12441,59
4435,112
11400,92
462,21
1923,116
12253,8
5016,94
9479,12
15530,66
2913,37
12013,26
13078,121
5664,49
6328,29
9561,81
15507,82
6823,8
9440,20
3669,20
6401,19
9822,122
12654,59
9794,23
12424,11
11846,34
13346,57
13857,7
3709,92
14466,88
4562,8
7721,111
9870,18
9011,28
15481,66
7459,111
15458,82
6614,19
1251,73
4236,23
12503,11
11925,34
12362,35
12448,75
2167,45
2945,110
9032,87
7848,71
3660,92
6492,29
8732,91
7116,122
9821,18
4136,21
1464,73
11027,52
15710,10
7152,75
5333,43
682,37
816,37
12316,40
2894,37
10337,19
10423,59
15048,39
8623,40
2737,53
9060,41
1281,73
9421,20
10978,52
9555,20
1019,73
515,45
8641,57
413,34
499,37
895,37
2975,110
9659,77
8222,110
13167,68
14609,113
7878,71
3690,92
10737,111
14824,38
14865,39
1912,61
6260,29
4622,72
1098,73
8574,40
11031,63
1232,73
15439,82
6223,110
2806,45
712,37
11906,34
11529,47
8771,59
9294,100
5744,112
4899,57
5959,37
14018,59
2051,112
2488,113
12218,40
13861,75
4580,11
14417,64
545,45
3900,23
13993,2
4075,24
443,34
663,37
5756,122
6172,37
8588,59
7803,18
9245,100
2044,72
14231,59
11760,101
15029,39
15453,101
1001,32
6309,42
7940,23
9041,41
4349,34
496,45
5835,122
2777,108
15532,101
876,37
480,37
2956,110
5573,122
8801,59
12116,113
15108,39
12510,40
14846,39
5242,22
11200,114
4147,21
7702,87
14548,116
1590,23
4878,11
14587,44
6466,110
11149,68
10249,40
7833,18
14624,111
6322,102
6974,28
8490,59
13724,83
15059,39
5193,22
1454,98
12827,97
5380,77
2486,16
2527,54
7909,13
526,45
12083,57
5498,69
3000,8
7014,100
3679,37
15300,101
14441,111
7784,18
13756,8
14212,22
1070,108
1204,108
1405,98
1840,26
6234,110
10783,68
8985,122
14393,92
4272,29
7326,42
9304,104
14208,24
2050,21
1484,98
5223,22
12375,57
14543,14
759,108
14281,14
7999,27
9460,122
3830,98
10855,92
8802,122
2754,73
4344,53
7814,18
238,113
12310,113
13705,83
13127,106
7456,44
8631,11
14679,60
14608,116
9475,107
2106,37
1569,98
4186,110
12722,57
3198,6
6861,100
10672,92
6995,100
14698,9
190,72
4505,92
7256,104
13918,83
10979,20
2443,73
4265,110
1185,108
10767,100
14311,14
7074,100
8249,30
2423,94
13240,104
10260,40
7469,104
14649,9
14783,9
11159,72
4313,43
10980,100
1002,108
4216,110
6833,122
1893,50
2636,94
11777,121
13453,104
7286,104
13587,104
2735,73
236,16
13369,110
7046,122
1416,98
15664,108
3570,120
4167,110
5442,15
6784,122
10535,100
6259,8
1844,50
3487,122
6178,83
10669,100
11990,121
12384,11
13286,112
13404,104
13881,29
5754,21
7237,104
4403,57
289,27
8852,77
5261,88
4246,110
6574,19
5696,16
9702,18
1923,50
6708,19
6735,122
10266,60
10560,49
14512,17
10866,92
8364,30
9443,23
6953,52
13617,104
3276,23
2117,37
6869,58
2318,27
10658,62
1162,73
4169,11
4375,116
5509,45
9394,23
15426,64
3227,23
4433,57
9077,87
6628,117
7110,120
9135,28
2297,89
6765,122
7844,115
13267,112
120,83
1806,0
6517,20
6159,83
3220,20
14800,88
4923,106
10537,122
13429,110
10435,111
4719,47
10509,60
13563,110
13346,112
10247,60
11849,94
14017,51
15756,60
2561,54
13433,0
9424,23
13873,43
14952,36
12145,92
469,92
13790,8
8146,49
7568,72
11360,51
1957,61
14357,92
13352,11
3930,8
6110,19
3949,21
15592,73
11638,32
4356,116
10817,68
4414,57
4534,122
2036,61
12096,92
8942,104
14861,39
14033,116
7343,75
14349,93
1630,16
2750,47
7931,16
5427,110
14505,111
8278,60
6855,28
10518,122
11511,112
13820,8
7598,72
3847,94
11464,0
9571,19
13107,72
13921,60
14243,111
3979,21
13461,75
15360,73
2542,54
11628,108
8689,45
12982,77
4680,68
8257,122
1686,69
10731,122
4096,17
4578,20
7429,7
12126,92
15095,39
11415,0
13113,8
13540,75
15152,43
2359,54
1855,26
8902,45
4874,55
7961,16
1794,16
2914,47
8308,60
13093,29
14548,50
12077,92
9735,19
4009,21
13546,11
6163,43
7324,75
2718,108
3807,35
11993,98
8287,122
1611,16
2079,121
4844,68
10078,92
12910,29
1991,8
10909,20
13641,19
6225,103
7579,72
11445,0
11932,118
3886,35
7141,75
7537,75
7275,75
2086,16
11609,108
5723,121
9493,112
4735,17
10029,92
10712,122
10841,7
12880,42
12107,92
7354,75
11688,108
12419,98
1641,16
10504,92
13933,19
1775,16
22,72
14108,20
6866,28
7609,72
3858,94
15594,108
979,45
79,54
13095,88
14184,15
3191,45
11639,108
9523,112
11658,121
12236,98
7167,104
1974,81
8416,20
10059,92
10293,30
14608,50
12447,52
4783,34
11426,0
13969,63
2331,89
3184,5
7592,24
2826,68
2953,109
6403,122
2268,6
10272,92
7696,81
7897,71
10010,92
14881,64
4862,34
5156,23
13678,35
14980,43
491,119
13020,35
169,68
6174,6
9508,110
12722,112
12326,112
5958,122
13735,17
7197,104
8050,20
7331,104
2279,20
11123,83
13652,19
12678,42
6692,117
15575,108
14293,15
3214,5
3651,6
146,57
6851,110
3434,8
8004,89
5949,9
5271,94
8741,59
7148,104
11556,86
4764,34
11875,68
12909,59
14244,15
1553,37
3165,5
11109,40
11269,29
15641,77
317,60
3008,21
3605,11
5699,19
5900,9
2309,20
7361,104
9510,11
4482,55
6722,117
14789,9
11290,88
4399,57
11028,88
3667,108
5357,26
10491,112
9765,8
2841,29
14195,15
15040,70
15260,73
2087,92
14616,8
15394,73
7178,104
5039,94
8031,20
8427,20
13138,40
5292,45
4478,57
5212,22
6673,117
13261,110
7034,59
3195,5
3632,6
12677,59
6428,20
4375,50
6018,122
15065,19
15776,111
3635,11
5118,94
15211,73
4815,93
7129,104
11477,35
5444,35
8658,37
14107,23
11113,24
8804,91
12830,8
8501,90
11902,98
15089,83
14070,104
12774,113
5069,94
4463,55
3329,89
4160,17
12869,121
6298,68
14498,29
15241,73
5282,94
2665,45
7737,44
3537,11
5020,94
14239,34
13977,34
8688,37
4037,68
3479,6
9565,81
2524,42
4637,63
6827,8
5099,94
12057,98
1279,16
2795,47
2996,37
12022,77
4317,58
7564,8
4451,58
4396,122
10764,112
14033,50
15328,82
13427,11
3234,94
2816,106
7205,75
13889,42
11673,108
1492,16
5564,49
7644,122
4227,20
12267,29
7119,8
4402,58
3313,94
4414,112
1334,73
10453,112
3051,94
6439,20
8378,117
15076,19
15541,82
2908,45
7156,75
15222,73
15714,10
11746,34
3243,35
1705,16
3785,89
8353,60
8017,111
3743,92
3958,17
2502,37
10427,59
9546,81
12237,42
3916,20
1285,73
7235,75
9425,20
11959,34
228,98
2845,110
12038,98
503,37
1656,16
1260,16
3340,89
13111,17
12211,26
14828,38
6411,42
10745,112
4377,122
8766,91
6672,83
13637,63
4215,23
14965,43
7186,75
12172,34
45,98
2810,45
716,37
10895,56
11910,34
4626,8
7625,122
11274,52
9675,23
10217,77
9639,100
98,109
795,37
2875,110
929,37
533,37
4520,26
1290,16
15323,101
14509,113
13141,17
6818,29
1429,94
6556,29
11253,114
5059,11
1394,73
12924,19
15279,31
6313,42
15339,82
628,45
7216,75
1792,119
5839,122
9906,77
11059,19
14314,59
3803,92
8065,20
7655,122
4601,72
14534,62
14675,38
6392,42
10781,11
11204,114
15112,39
1345,73
14525,13
4196,23
15552,82
8967,57
959,37
563,37
6052,122
12538,104
9439,52
9962,93
3754,92
6586,29
14511,51
6343,42
2752,53
658,45
5985,68
14804,44
9620,100
5869,122
8701,59
15566,101
3004,8
514,37
2990,110
6003,122
8095,20
12109,112
2324,20
15304,101
7893,71
12764,43
1771,73
1074,108
4302,45
13562,23
14481,64
609,45
2703,16
191,57
12405,110
6082,122
13740,29
13900,18
14659,70
727,37
5820,122
2403,20
8786,59
8046,20
12361,40
4260,21
11521,63
4279,34
10762,11
560,45
5899,122
9624,111
11336,17
940,37
5329,6
6033,122
8469,59
9066,49
9388,100
13199,92
14751,9
5172,22
9420,52
15172,39
15334,101
5070,11
1104,108
14693,9
11195,14
13712,88
1874,26
5484,28
3068,6
10396,38
7925,80
6865,100
5850,122
10676,92
9179,111
4950,94
5588,122
8816,59
5084,94
8076,20
9265,114
12090,112
12231,51
12930,52
13788,83
14399,8
5257,22
12745,43
4269,110
852,45
3529,108
12588,59
2684,16
12,68
14902,70
10347,38
6063,122
12004,8
12386,110
14781,9
5801,122
7752,44
10248,32
7490,44
1134,108
10864,35
11282,23
15415,66
2763,16
7393,111
13298,111
3494,6
6895,100
1009,113
5880,122
4980,94
14732,9
5114,94
12161,113
9140,11
9663,52
10282,30
12775,43
2615,37
1085,108
7472,111
6071,67
8881,16
7050,122
10667,100
12122,121
9142,57
13041,40
14607,14
12898,113
14887,68
6208,72
13885,29
1676,54
5468,33
3052,11
12011,24
13057,106
12594,116
13417,110
4177,120
7520,44
11909,13
11276,100
13769,83
1036,108
3290,68
4250,110
2531,16
3524,6
4429,112
6127,83
6463,69
8496,30
11394,92
13964,29
14762,9
10870,92
12587,113
12673,116
9170,11
8996,87
11305,20
1613,119
7733,44
11525,23
5303,87
11805,77
10308,59
7080,122
12152,121
2121,37
7033,47
4961,94
7533,104
9660,23
15475,66
122,37
10884,111
9005,28
10648,100
7453,111
11935,34
4459,112
185,93
3600,122
2714,29
5391,92
8264,30
12879,113
3572,23
377,34
5449,33
9026,87
60,98
7763,44
9160,87
13038,106
7501,7
3896,120
7506,122
9405,120
14063,48
2151,37
7404,111
8538,40
76,42
4410,112
6108,83
13832,115
1330,73
10153,13
10139,115
6300,24
9428,23
548,37
11310,111
13619,7
2626,37
4706,110
5399,37
14262,113
15482,82
4081,21
2006,63
5146,116
10583,11
6114,19
4039,24
407,34
12399,11
11821,34
4897,55
1788,69
8216,110
11444,47
13235,17
4418,57
14993,39
4335,59
4891,11
6193,19
6589,19
9120,28
2461,54
15433,82
205,21
12975,63
11960,85
2920,110
5707,45
9007,87
578,37
4893,57
4631,57
12575,92
15467,80
9837,19
4708,11
6406,19
14391,92
11292,40
12316,97
7704,56
9409,23
14588,111
4448,57
15023,39
12392,92
9016,28
4062,21
2491,54
13544,75
7859,115
14067,116
4397,11
15275,31
4199,26
608,37
4878,55
14639,49
2701,49
681,27
4795,20
1887,61
11006,63
4872,11
4476,11
7007,20
4013,21
12318,35
12882,77
6929,100
7827,18
3594,37
14819,101
4874,57
2083,121
1197,28
5457,112
5853,112
6968,28
8484,59
8525,60
10779,57
10913,20
11100,112
11816,53
13456,83
3555,45
4427,11
3673,37
4184,24
6919,28
13669,83
15004,39
8199,11
9756,43
12507,92
2010,23
13391,75
8016,75
6362,110
11711,121
9113,122
5718,8
13803,19
2765,47
5883,112
6218,102
7613,72
11479,0
10901,23
8534,122
9527,112
7808,18
14747,9
13699,83
10297,30
12914,42
6329,54
1563,98
1100,108
13233,24
7388,75
4267,35
10392,38
14652,122
6350,113
12255,113
142,112
417,51
13072,106
403,116
15628,108
1380,98
4709,87
10237,100
1949,26
3451,122
6880,49
8437,81
12114,110
4665,17
7201,104
6838,52
6442,52
7435,42
12925,29
9573,56
151,16
9237,107
12484,57
15579,108
2365,89
11551,118
13397,24
2363,16
12643,50
7280,104
13818,17
7414,104
2467,73
13680,83
13102,106
15658,108
4794,23
6310,54
3913,45
12958,98
13054,35
1557,37
8467,81
5,83
8145,30
321,60
7231,104
10519,92
11634,8
7365,104
11317,72
8846,77
384,116
12712,42
6564,55
15609,108
5623,26
2395,89
7125,122
10480,100
14286,14
9142,112
13008,40
7182,104
7416,42
14,24
8035,20
14160,23
4482,57
132,16
2212,89
5963,67
10533,111
14540,15
6284,122
3263,20
10109,49
7261,104
13999,105
5934,9
6872,63
5535,34
8864,23
13344,110
13996,36
15639,108
6759,122
9725,59
4551,49
8448,81
9568,75
15046,8
5729,21
7212,104
4655,106
7346,104
4512,57
5687,24
13161,110
10618,47
13295,110
5067,50
6314,122
5166,29
15245,73
5405,45
243,89
358,76
11571,86
4463,57
3649,69
3750,121
12446,20
3943,21
15123,83
13464,40
2330,94
13220,57
14855,39
10634,112
9748,19
10768,112
6740,122
12741,59
6189,19
6450,23
3456,24
13244,121
145,89
4011,17
4493,57
5291,37
8304,49
4231,20
5425,37
11017,35
11237,38
9833,19
6127,43
11020,40
7288,75
6443,20
11154,40
11300,94
8683,45
13850,116
14349,29
11957,98
15226,73
2695,47
5386,45
5587,35
1313,16
4090,17
8916,24
11277,110
8357,60
15143,38
4893,112
8021,111
8919,29
12933,121
13327,11
10173,60
173,43
1857,116
7239,75
6876,23
6480,23
5585,110
309,89
7838,111
9729,19
12301,29
10749,112
2387,52
3347,94
14340,101
7318,75
12304,34
5619,108
1605,16
4337,15
4838,68
2785,98
3819,89
5416,45
7611,68
6219,103
9944,92
10627,122
6471,95
244,44
7269,75
13389,0
8664,45
10221,77
799,37
5353,110
1294,16
8963,112
3011,37
6822,29
8338,60
10779,112
15127,43
5531,116
6706,83
2100,116
7482,75
10696,77
1838,116
7220,75
1769,16
1373,16
8317,122
9974,92
6383,103
12806,29
73,54
4858,23
13622,63
3016,7
1968,81
14397,59
1324,16
14953,48
168,62
5658,49
8368,60
9925,92
4818,72
8770,40
11420,0
5561,116
1562,73
11218,14
7586,24
13472,11
7250,75
14129,15
8645,45
11785,98
8705,59
6685,37
5670,59
403,50
7690,81
7891,71
9302,49
8099,20
10004,92
13576,68
11371,0
13014,35
204,106
875,45
3129,5
4230,23
4571,87
9502,110
10099,100
14125,17
5382,6
2407,20
7842,71
9955,92
12787,29
4848,72
12847,43
10827,21
14564,64
255,44
692,45
7998,89
10494,77
14159,15
2588,68
5903,122
8735,59
8377,122
13203,92
3258,11
8129,20
5176,22
7953,23
14436,0
11260,24
9207,54
905,45
3159,5
7971,77
643,45
4776,88
12484,112
6116,122
9471,100
4834,29
10940,19
14113,20
384,50
9985,92
4718,83
14071,23
8842,77
722,45
3680,121
7023,45
856,45
4648,24
13950,26
14425,26
14906,70
5933,122
8765,59
5033,94
6067,122
8376,18
4730,93
8503,59
2388,20
5206,22
6667,117
10252,32
5142,37
4746,37
12671,59
4327,90
5884,122
6058,9
8716,59
3501,11
4984,94
3239,11
8110,20
11109,97
5680,63
7934,23
7476,111
12622,59
13742,90
9146,57
9688,111
13962,93
8929,59
1587,92
5472,33
4457,55
3579,52
5236,22
8961,11
10444,94
12120,77
11798,26
1980,23
4575,47
10466,112
9098,16
12439,59
5276,94
2251,28
11351,17
5410,94
5014,94
13968,29
14766,9
4408,55
5187,22
14146,35
11749,26
9815,7
338,68
4512,112
4908,112
6821,8
9718,111
1872,116
6039,9
4965,94
9313,62
14445,75
15479,66
4445,58
9753,68
7719,111
2827,16
7457,111
8591,40
12543,8
1951,116
14917,70
5044,94
2024,106
4438,55
13001,68
4061,68
5155,110
1149,108
7536,111
8188,37
8730,91
12783,111
8542,40
9588,122
14473,29
15070,19
4629,0
13600,104
8526,32
15708,10
10157,13
10143,115
4995,94
11819,98
15509,66
8663,37
3952,17
7207,57
10421,59
421,79
1381,121
2630,37
9796,7
11078,100
15352,82
9419,20
12633,59
15486,82
411,34
9275,12
10736,107
13031,68
1388,16
8220,110
13165,68
13325,57
15460,66
7700,111
6258,29
7438,111
8572,40
1626,73
1230,73
6142,83
8933,19
1591,52
9095,81
209,21
2804,45
10132,77
12482,11
5300,33
11527,47
2005,106
2146,45
2924,110
4897,57
12561,75
4042,68
15539,66
6815,68
1612,111
2049,112
7517,111
8711,91
1309,73
7095,122
7651,111
9088,41
1047,73
9946,72
3898,23
12737,8
4610,0
13991,2
441,34
9090,87
9687,77
2056,7
7424,68
13993,48
15027,39
9879,18
10402,59
765,94
2100,50
6307,42
4254,72
6367,93
1838,50
737,32
10957,52
12193,29
15437,82
11934,34
874,37
2176,45
612,37
7021,28
15106,39
12508,40
5703,49
14844,39
7857,71
9696,18
3273,92
6702,19
9830,18
11198,114
4742,11
2070,63
1588,23
14113,52
1211,73
10908,52
707,45
15719,10
691,37
7716,68
825,37
2905,110
7831,18
8750,59
4878,57
14622,111
4601,8
5561,50
8197,112
10346,19
15057,39
10786,62
6598,83
15309,31
7907,13
524,45
14495,43
904,37
2984,110
9668,77
8567,59
13116,17
8231,110
14874,39
3699,92
15008,39
9860,18
15765,18
1921,61
2014,23
14892,93
603,45
4133,24
9042,59
3816,88
8780,59
2016,69
660,27
593,37
5221,22
13911,113
14002,2
6908,100
4084,24
6027,122
12565,35
10094,77
5383,57
672,37
5765,122
12867,77
15462,101
7812,18
9414,52
10429,30
11026,20
13703,83
8629,11
9050,41
7949,23
13243,98
6097,43
13499,24
3062,6
505,45
6859,100
6993,100
8810,59
2583,8
2965,110
13782,83
13916,83
10977,20
5251,22
6412,54
12859,108
6706,43
7072,100
12454,59
5795,122
2782,73
10258,40
14647,9
11056,20
5734,112
13733,83
4311,43
5463,26
7918,13
535,45
6889,100
11713,108
11775,121
12813,113
741,113
5108,94
8578,59
10276,30
2733,73
13189,104
7578,93
7793,18
2471,73
13684,83
0,115
1475,108
9771,43
5440,15
4165,110
1849,26
10285,35
3485,122
13879,29
6377,110
2189,94
9374,114
5752,21
10186,29
13930,19
10361,30
10958,20
14561,63
6393,54
4244,110
11720,77
13559,24
3418,68
14075,89
8008,27
10162,49
1934,26
13481,104
14133,30
12185,113
6951,52
10239,40
9146,112
13714,83
11138,72
2096,24
6344,54
2115,37
4195,110
136,16
3777,122
6564,57
10563,100
1872,50
12992,98
10681,92
139,21
5347,93
7265,104
8022,83
13531,83
2848,73
13087,106
215,16
3448,68
15762,59
1951,50
6763,122
10352,38
13265,112
14600,68
3533,112
8392,30
7344,104
8452,81
10269,40
12707,50
12464,63
5733,21
14019,22
10213,108
11025,23
8831,77
5340,26
12205,68
166,16
3003,68
6057,81
11148,93
14276,92
1062,73
3457,9
10845,92
12658,50
7295,104
9422,23
5946,21
481,27
10701,47
13593,35
7055,122
15673,108
10544,100
6793,122
7508,104
180,72
4891,55
2334,94
7246,104
4412,57
298,27
14087,48
13173,122
9711,18
10671,60
330,16
6120,29
6321,19
6744,122
7207,112
11051,52
13221,35
14044,92
6138,83
7325,104
11587,32
14063,105
5599,34
4625,57
392,76
8174,49
14079,49
6837,20
13325,112
10226,60
12843,72
1883,50
3977,21
5675,29
12559,84
14037,52
7538,104
13443,104
5518,45
12524,63
9403,23
12980,77
2699,47
7427,7
9562,16
6494,68
10682,47
13359,110
15412,80
7170,122
6774,122
8923,29
13491,0
2357,54
14630,44
4872,55
3375,37
5629,34
2912,47
12931,77
13438,110
13135,72
12075,92
4310,59
14840,39
9733,19
4007,21
14428,31
7322,75
6959,23
2716,108
9433,23
2729,47
4842,68
5406,110
258,89
8579,111
11292,97
5404,37
11526,35
15062,88
8155,49
7577,72
14060,49
15442,80
13361,11
14225,116
12461,20
15735,73
2521,54
4293,11
6514,23
11607,108
11927,86
4733,17
7711,8
4543,122
7408,7
12105,92
2542,113
12501,92
15393,80
13092,8
14620,93
6191,43
7352,75
15786,11
6864,28
7301,29
10675,20
12810,29
7607,72
11258,112
14109,62
3097,42
339,54
14888,29
13410,24
77,54
3988,21
6142,43
12496,98
7303,75
13525,11
6544,23
12289,34
13227,88
14048,52
5522,69
8400,122
5346,72
5387,110
3890,92
10057,92
10291,30
9559,81
12889,29
3821,29
11424,0
13306,88
1669,16
12249,113
12942,77
6894,28
13236,29
10008,92
5383,112
10168,81
11288,112
12840,29
13644,83
14978,43
3362,94
7669,24
13018,35
7333,75
13238,75
13574,24
3976,24
3183,122
9506,110
13793,68
2277,20
8268,60
362,51
2516,73
6509,42
3837,94
7588,72
11454,0
958,45
4291,35
6352,95
7150,75
7546,75
11618,108
2592,68
14268,68
2034,6
6081,9
7146,104
8120,81
10038,92
13863,19
14880,70
14124,60
6304,54
4762,34
7363,75
3645,45
1551,37
3163,5
3846,35
12007,68
6542,111
13763,17
1650,16
13185,40
7359,104
2307,20
2546,73
6720,117
9989,92
3867,94
10906,23
15603,108
13657,35
14959,43
3684,121
14193,15
10822,29
8673,122
7176,104
9385,62
8029,20
7310,104
2258,20
8411,122
10068,92
11157,19
13034,29
6671,117
13474,35
301,54
15688,108
3064,120
3193,5
4910,26
6266,68
9607,111
6016,122
6123,19
12675,59
4868,29
4813,93
7389,104
10281,92
10575,44
456,76
14105,23
10674,23
4347,34
3277,120
2291,89
2377,92
3144,5
472,57
14223,15
5967,122
6523,111
6564,112
3584,11
5879,9
7340,104
2288,20
11132,83
11569,84
12703,50
14098,20
11324,24
13289,110
15584,108
969,45
12067,68
13376,35
