ques,skill
14994,122
11114,30
13973,70
2160,95
322,50
2898,61
6695,118
7347,44
10024,107
13252,44
14487,62
15346,52
11634,2
13095,97
4688,35
6171,118
11639,117
5827,79
9242,108
12456,110
13053,100
899,61
637,61
6468,112
14126,19
15119,9
6646,118
7298,44
8437,88
262,120
2504,26
2490,91
15401,109
850,61
14036,18
10,84
6298,51
7511,44
13416,44
13020,44
14536,75
7791,98
6495,70
6528,18
10447,38
15614,109
14714,81
667,61
2439,18
3996,50
5553,82
4197,40
11976,8
6907,51
11778,23
14290,19
14538,84
15149,9
11516,23
7328,44
4570,56
4515,120
4697,97
60,26
3797,69
6414,118
8904,89
2534,26
10574,35
4251,47
5808,79
3277,70
11056,38
13191,47
618,61
11569,34
9695,66
15526,117
7279,44
9915,69
3748,69
11673,91
9758,122
15685,110
14818,30
4348,64
15005,122
15179,9
5005,105
4609,105
10910,105
11648,34
6675,14
4600,56
4545,120
7492,44
90,26
3827,69
4338,56
10169,107
4484,110
8094,112
9792,120
13402,122
6872,70
9704,7
4883,115
6314,8
428,21
14695,81
15130,9
10727,105
13473,2
4560,105
5694,34
6833,78
9565,77
14477,87
11497,23
4551,56
9945,69
10905,111
146,79
1321,9
9361,18
10641,38
9526,122
6386,32
3158,95
12795,60
219,32
8249,107
14732,84
6705,14
5153,97
4575,120
5664,47
8964,89
14313,100
2219,112
11971,27
9896,69
4648,110
2318,91
12485,19
6599,32
3572,85
6349,86
10812,41
2510,32
4912,119
13549,118
9595,77
4581,56
4622,57
8915,89
13070,120
12564,19
9847,69
1089,9
11705,29
12436,19
409,21
10970,105
4426,118
6038,86
14593,46
7948,7
9546,77
14739,100
14940,90
15074,90
9926,69
4210,5
1698,9
12355,30
11522,29
14535,41
8750,106
6367,32
12635,84
7528,64
15486,34
8230,107
13579,118
10745,108
13317,118
13350,66
222,50
282,101
2618,100
11897,91
11735,29
4789,62
1253,9
12466,19
6547,84
12714,84
4090,24
2070,2
3627,34
7364,77
3391,23
7760,77
6068,86
8599,95
11610,34
7919,70
11848,91
1466,9
12531,84
5714,2
6397,32
6760,84
7558,64
15516,34
7577,77
13523,78
2107,5
13609,118
1644,15
15240,99
4844,119
5675,47
193,113
6891,15
7929,7
14037,70
15055,90
11519,0
11464,64
14081,113
908,95
8731,106
3583,85
7394,77
3717,85
11697,43
12239,97
6554,100
3018,47
6970,15
2137,69
5492,47
6411,51
14234,62
8826,114
987,95
2236,11
106,117
147,118
1993,24
14734,119
15546,34
12318,97
11910,43
13627,64
3608,34
6385,35
9480,86
2969,47
12014,100
8497,60
4925,84
11420,115
6857,30
5200,23
8381,114
11232,64
12454,106
57,117
676,95
8761,106
1507,23
10626,25
11369,69
9335,112
13757,29
5436,7
10816,122
2879,9
5582,61
11110,74
11330,114
11371,115
12405,106
1164,34
15374,48
13918,68
1282,26
2999,47
10662,69
3238,63
1741,82
5096,23
7209,44
968,95
2613,11
9679,43
11179,66
10078,48
11038,90
13930,78
8696,17
3897,113
9365,112
10017,38
9499,112
6486,100
7403,31
3189,63
4973,74
5047,23
7160,44
919,95
5181,23
12058,119
1194,34
9064,120
1574,26
11271,5
1056,100
15023,90
4242,40
8557,60
2860,9
9737,105
13446,86
10181,38
14400,84
4059,40
3040,61
3219,63
4936,84
4017,43
7190,44
4559,97
5211,23
13673,21
3793,69
11556,29
6671,122
12280,60
5334,93
11380,69
9346,112
2018,43
8446,84
8083,32
2890,9
5889,86
13969,19
42,64
10102,95
13476,86
14524,12
3651,70
12173,119
8797,18
1152,50
3843,11
4963,42
5285,93
8841,61
6102,86
10491,55
14302,84
1867,32
7877,48
12863,7
11803,27
13702,25
9373,70
11049,90
3165,69
7458,101
11269,93
3908,113
12182,60
7557,43
5919,86
7691,43
10368,106
4540,97
12069,119
393,119
4177,8
10183,60
12120,84
5315,93
3873,11
12918,64
6132,86
12756,2
5870,86
4533,57
14156,87
13779,100
14772,90
4868,47
4128,8
11079,90
3154,31
5266,93
3172,85
5949,86
3406,23
7143,66
6083,86
7685,120
12492,77
13130,105
10972,112
1636,112
6025,81
9354,70
12150,84
8399,106
111,32
10097,114
7848,3
7356,66
3123,85
7034,15
13443,43
4463,119
2006,59
4320,70
2919,26
15192,16
1964,62
5976,81
13612,0
13042,113
15095,83
12101,84
2940,85
4979,120
6113,86
8931,88
5730,25
9037,26
9701,6
13049,8
14752,94
13654,118
5192,120
5930,86
6568,77
4534,120
7445,121
10893,61
10953,112
7973,11
557,95
6517,31
8642,106
6226,84
3031,95
6360,84
12929,64
13908,119
6143,86
1346,26
5009,120
7829,3
7015,15
14183,58
8176,47
9169,37
12746,91
1913,110
7262,121
13033,121
14100,60
6577,18
6596,31
4361,84
8079,114
15696,20
8855,106
11,43
9111,32
5816,105
11325,105
6177,84
1425,26
9391,86
10062,25
12839,26
4041,79
4564,120
483,38
6966,15
7475,121
5414,61
8408,60
4440,84
10307,58
6754,95
983,95
587,95
8512,117
1258,34
210,108
14021,117
11027,118
1302,77
1376,26
12776,91
2091,8
11499,113
7104,70
6364,31
1075,34
4726,74
1209,34
1988,1
10092,25
6341,47
14844,46
13366,78
10835,69
4990,120
4071,79
4594,120
9150,37
4921,20
14081,60
11450,113
10113,84
15677,20
2826,53
5603,54
751,95
8194,114
4744,64
11307,64
6420,47
6535,34
3307,97
3863,86
1406,26
10929,118
10043,25
1526,91
2820,9
9270,38
12940,91
2558,9
2021,70
7310,30
11124,64
11707,119
2285,79
7111,86
13016,86
2419,79
14874,46
6505,47
1357,26
6491,112
8289,58
13877,122
15448,52
13197,97
7586,86
225,106
12935,97
13331,97
5371,54
13229,86
3733,97
14564,5
15048,118
14825,46
15422,36
1556,91
5348,70
6960,38
10890,18
301,101
375,50
1991,19
11091,8
12910,40
499,116
8594,61
13787,84
15265,52
15661,52
10094,84
457,119
3767,95
7141,86
3423,56
11871,119
355,108
8789,7
690,61
13720,30
11304,8
3265,113
2902,61
7572,43
7470,32
4839,85
14555,77
408,119
6996,112
11822,119
6352,47
903,61
3680,62
6990,38
6472,112
11398,20
11484,60
12771,2
2141,84
2865,115
5630,25
2677,64
10602,86
4353,47
11158,75
12333,5
13791,31
6941,38
9503,114
3295,113
2194,95
6729,118
11930,2
10815,86
13129,97
2587,26
7881,101
9739,98
3330,70
3082,5
6167,122
7020,38
11428,20
13090,105
13761,44
15459,52
14922,90
2800,26
2404,26
9765,6
13080,97
14415,16
4255,47
15494,9
884,61
1627,105
4896,43
15276,52
10947,97
6759,118
11181,35
13536,47
1860,47
13018,121
468,119
4334,47
2751,26
4320,112
6562,18
247,120
13274,47
963,61
14614,81
15511,34
701,61
11458,20
15109,60
15183,9
9484,114
7860,55
12208,23
2175,95
282,77
6583,77
7326,121
5970,79
2568,26
8077,26
5842,79
11176,41
14348,83
11153,94
11409,20
11750,84
8159,95
4549,56
4664,43
5784,74
13071,105
13770,106
8535,86
11367,23
10252,107
8191,47
13480,44
5123,99
5775,25
7277,121
9949,69
9658,122
150,79
6559,70
1867,100
12027,69
10645,38
14644,81
4704,115
731,61
15711,20
8253,107
15639,117
4579,120
8968,89
7994,112
13302,122
5726,25
9604,7
10724,38
7966,50
11120,38
4736,40
7649,114
7864,39
8332,107
12616,60
14815,84
9063,97
2514,32
13772,44
7841,55
11633,34
9845,69
9255,38
14745,25
9979,69
7307,121
2811,26
6985,70
12434,19
7709,101
11071,38
12829,60
11236,105
4530,56
6739,14
10495,107
4609,120
7515,6
8024,112
13466,122
9930,69
1568,9
12941,8
8975,105
1306,9
12841,70
14625,81
6779,86
134,84
1223,11
4905,118
5356,54
5483,95
8234,107
11823,23
6690,14
4615,56
4560,120
7337,121
7466,6
8371,112
1385,9
1519,9
12336,19
5435,54
15569,34
8313,107
7528,66
4011,26
401,24
4116,79
12533,38
6485,26
15291,26
11980,91
9960,69
13059,121
13248,20
1336,9
6809,86
6401,32
5386,54
14968,46
2755,107
8264,107
10779,108
4590,120
14127,110
2174,61
8005,112
2234,112
14925,90
2017,114
360,107
272,31
11251,66
7660,77
2990,95
2627,43
3587,85
4666,78
9176,108
9773,98
14396,5
9132,38
12783,78
5496,47
11286,60
14541,100
2447,112
13278,20
10270,86
11464,66
4678,88
12322,97
1780,26
7611,77
10825,79
12341,110
3079,59
11656,7
4978,57
7005,38
11499,60
14955,90
12283,105
13637,74
11603,117
12778,84
343,32
1859,26
9206,108
3617,85
6790,86
9803,98
2098,79
14453,108
4957,119
6206,35
7084,38
9164,111
9518,114
4686,70
6866,81
2248,23
2289,61
10696,86
7702,87
12729,84
11164,75
7581,26
15580,34
6901,38
7379,77
9578,101
7035,38
11686,7
15340,52
7213,44
10513,86
972,95
4582,97
13259,20
11896,2
14238,75
7458,77
7981,118
5383,119
1761,26
6632,35
11940,8
15531,34
14254,19
13992,19
3321,63
4656,19
1185,95
10103,107
10800,35
11584,117
4834,25
7671,77
9880,35
10885,79
9462,47
1578,26
11919,107
15408,48
13997,70
4971,30
13938,65
4112,40
4709,30
3272,63
10182,107
10297,94
7243,44
8203,86
1002,95
1599,85
2678,78
7785,98
12733,31
15490,117
15608,109
5704,66
10112,48
1791,26
3990,50
9399,112
4941,43
4691,97
5477,23
5081,23
7194,44
10133,107
11394,77
11509,64
5802,79
12469,106
7909,26
14659,81
12284,60
10746,41
11384,69
3982,51
14920,122
4524,105
2067,82
10429,105
8495,86
12182,49
15520,117
671,116
7273,44
4515,56
7388,31
13816,35
5032,23
9619,7
1821,26
5546,15
5491,79
12497,60
12583,100
13691,40
3658,112
5111,23
7224,44
3473,66
4478,110
14345,12
12738,122
262,69
13087,47
7724,101
14689,81
10459,105
2608,32
137,74
4130,43
4545,56
10813,108
15403,67
5062,23
169,26
7175,44
9355,18
9811,69
1872,112
12073,119
12684,7
13166,47
2642,30
6002,86
4505,105
10410,105
14362,73
465,24
3820,2
4840,95
5141,23
7254,44
9890,69
9568,18
4757,97
11703,27
14776,90
4380,110
7754,101
12277,70
12841,112
3304,85
3942,113
5558,82
13672,40
1559,2
8350,95
5953,86
7147,66
4616,57
3771,2
9005,26
4836,97
4373,70
8069,112
9841,69
11995,91
13619,113
14989,90
1217,9
10840,39
6029,81
1351,9
6249,84
4535,105
7589,118
495,24
7542,43
4433,57
4567,57
14008,110
1936,110
14806,90
15324,16
6108,81
6631,122
6765,122
6858,84
3972,113
13311,118
5983,86
9035,26
15019,90
9871,69
12744,7
13649,113
6541,84
6615,70
1119,9
8433,106
3755,34
6017,84
8593,95
6934,15
13658,118
13045,120
14220,87
4798,47
11842,91
15226,16
1198,9
802,9
3333,18
6506,19
2901,95
8646,106
9706,86
12135,84
11739,84
96,32
8148,95
12818,77
12933,64
4548,57
13125,5
2514,100
9735,6
13130,120
14787,90
640,95
1411,9
8725,106
6309,84
12087,43
9115,32
12610,84
12811,74
8160,105
13554,118
3012,47
14442,55
13688,118
12929,66
4393,119
13426,118
9016,26
1996,110
3988,70
11335,115
8833,53
853,95
591,95
8676,106
6656,84
11904,43
9474,86
8414,106
10541,25
2963,47
12586,77
8995,88
12142,100
9203,37
13100,69
670,95
15634,83
804,95
8493,106
5647,5
15215,99
13718,118
9282,37
2914,47
4994,120
10839,69
5710,61
14012,70
14053,108
7509,121
5448,61
10286,122
13414,121
13326,8
1017,95
621,95
1158,34
8706,106
12371,44
9096,32
2035,78
1672,26
2993,47
758,100
1410,26
14046,68
8521,60
2824,9
7037,18
4888,74
2345,11
12350,106
3506,43
834,95
13921,73
1109,34
572,95
209,43
8497,117
8657,106
13528,78
15319,48
13918,4
11306,70
10943,18
5621,110
3183,63
12429,106
5175,23
6240,118
1188,34
7590,86
3603,97
1702,26
1688,91
8641,17
1440,26
13377,30
2854,9
10894,18
9323,51
1995,19
12914,40
13951,73
864,95
12514,106
1139,34
602,95
11741,119
12352,44
4647,25
6190,122
343,100
5205,23
4145,43
394,65
5683,62
9420,105
1278,85
3487,43
11211,75
12331,106
14062,25
14291,114
512,57
15705,97
15300,48
14859,46
1590,91
10850,69
11287,70
3467,64
3978,51
14504,114
1169,34
8557,117
491,119
8108,25
12167,119
2046,78
6220,122
3460,61
14296,84
2620,84
4175,43
0,3
11535,27
3348,5
6433,122
5674,70
14311,69
2594,31
1097,50
12277,112
8774,7
10954,18
10362,106
13094,105
3108,23
2712,23
3149,61
10496,106
13455,84
5186,23
14071,87
14286,12
8138,25
4387,47
12312,69
10975,77
3432,120
9318,70
11016,78
6384,122
11310,30
1833,91
5864,86
1846,30
10946,19
10313,106
11185,35
11345,24
472,119
13268,113
3323,69
11322,40
13006,113
6201,122
7858,92
5260,93
6077,86
5636,84
8850,86
10070,55
14332,20
405,65
3096,26
7196,121
15396,119
2834,26
9348,70
1046,61
13219,113
4972,40
3117,85
8084,31
10183,117
5632,86
10981,97
10241,58
5389,99
5645,25
8818,26
3656,70
14528,16
12293,69
9662,122
6627,122
6231,122
5782,30
23,84
735,61
5845,86
5724,25
6744,118
7226,121
4843,47
9031,26
9829,6
7038,70
10990,38
12842,18
11053,94
2550,95
3147,85
11443,20
4979,56
13105,105
4528,120
10548,107
13339,6
2301,34
2943,26
7117,70
7573,121
13036,5
5821,79
4398,47
6492,18
3861,71
9329,70
6657,122
1027,61
41,30
12804,113
15643,9
15247,9
5192,56
14889,35
13989,44
4534,56
4553,69
13598,122
7564,8
2894,26
8028,112
2357,50
13295,121
12274,69
6462,31
1751,11
10796,64
1952,1
11770,41
13910,119
14629,81
11217,94
15460,9
7667,106
4035,79
4205,2
1638,70
4430,120
7207,121
14012,112
12749,69
5643,113
7341,121
10247,7
715,95
15720,84
112,31
10673,115
3271,97
7853,3
5745,97
8317,107
2806,34
10007,25
4509,120
8812,86
13762,122
8058,112
10226,69
7158,121
6869,18
8875,105
4835,61
6533,32
11087,105
6813,86
14972,46
8891,86
4199,79
13841,122
8009,112
9088,105
12984,106
3317,105
10920,113
8408,117
5395,105
3953,23
10703,115
6704,35
8347,107
15386,36
10821,70
4150,79
8088,112
9860,69
1233,34
1370,9
3483,30
7105,86
6843,86
3648,97
11136,118
8298,107
8417,58
14900,35
15337,36
2687,59
4982,57
1906,19
2396,112
4101,79
4564,69
10469,69
2208,61
13361,20
5515,62
7139,84
1583,9
4902,64
6794,86
15416,36
6954,38
503,50
8106,58
12977,30
2347,112
9300,38
2481,112
13720,74
2159,61
6593,32
9069,105
5029,24
9289,108
9247,111
15367,36
1501,91
320,50
15344,52
12813,43
2694,112
13093,97
7986,77
6824,86
6984,38
14587,46
6466,112
533,50
4881,18
6424,115
257,115
3067,64
13342,20
9288,41
2643,2
15480,34
769,34
14513,16
15399,109
11586,7
5600,119
12606,100
6935,38
89,9
9497,114
10966,70
13858,21
13918,72
13018,44
2944,115
4298,47
15612,109
5593,79
6496,112
5610,19
12497,49
11671,7
13985,18
15669,91
7326,44
6266,64
8286,86
4929,35
7150,84
13074,97
10572,35
4249,47
5806,79
10658,38
11618,117
878,61
14281,16
9179,111
11507,20
514,50
2071,82
3568,63
10679,97
5505,87
7277,44
12354,121
9756,122
15003,122
12587,100
6916,38
70,9
2802,8
1754,82
9593,101
11123,30
4975,43
11544,23
7490,44
129,64
13104,97
2562,26
4482,110
3059,78
5836,79
6180,118
7770,98
8071,26
10621,48
4003,112
6312,8
12465,110
14693,81
6477,112
7129,38
4457,53
2619,8
15128,9
12541,105
7307,44
5769,25
8267,86
7642,34
13432,47
10639,38
13853,40
12793,60
8765,70
12416,110
859,61
6442,10
597,61
6543,62
10676,105
4755,97
8480,86
12754,105
11854,77
12291,78
7258,44
15505,117
7800,98
9894,69
13268,60
15623,109
12483,19
6342,8
6242,70
7643,114
13804,40
14899,35
15158,9
10755,105
5562,82
14547,84
4588,105
7337,44
4579,56
4524,120
7471,44
3806,69
10148,107
2543,26
2925,91
8073,112
5817,79
11032,90
11065,38
1221,9
247,69
3346,84
407,21
2005,91
13621,40
14674,81
2836,19
3359,23
15063,122
4424,118
11578,34
9544,77
13059,44
2376,34
6636,118
11476,23
9924,69
14489,35
2723,78
15072,90
6534,70
1300,9
9340,18
2640,43
6365,32
2538,32
4618,105
7865,55
11657,34
13577,118
4356,105
9623,77
6684,14
13737,107
7460,6
2616,100
3836,69
8103,112
11733,29
8720,17
15028,90
1251,9
3909,59
6545,84
7624,114
12464,19
13047,74
14704,81
3389,23
10736,105
4569,105
11608,34
8036,58
4560,56
9954,69
3787,69
8054,112
9370,18
1464,9
11846,91
6395,32
8871,105
2905,95
5641,95
8258,107
13607,118
4842,119
6714,14
310,101
7927,7
263,26
2228,112
5015,47
2362,112
9905,69
11663,91
14079,113
15053,90
12943,74
4951,62
1415,9
8729,106
5279,93
3655,34
12815,74
8627,95
4995,105
6096,86
6170,35
8209,107
11638,34
12237,97
13457,66
2135,69
11973,24
13558,118
9020,26
13676,110
2253,61
9400,18
9856,69
10861,113
2311,2
6411,97
12316,97
12445,19
15544,34
3370,23
13067,2
4872,119
6047,86
13771,118
6919,15
9555,77
12012,100
15083,90
9935,69
2392,112
9613,18
6855,30
1707,9
12667,31
12524,19
6605,84
13879,122
8759,106
7537,64
12845,74
14447,108
13588,118
3046,47
15219,99
8574,97
13109,120
291,101
14303,100
4284,70
14437,100
7687,8
10290,122
15034,90
11677,2
12723,84
2965,95
8710,106
2997,47
6949,15
7928,70
13759,121
13000,69
5531,61
13497,121
966,95
2611,11
2435,51
7567,64
12875,74
1755,26
13928,78
13747,3
15525,34
1493,26
4184,24
10015,38
14726,58
15249,99
4770,84
5482,61
11528,0
12433,106
2010,23
2271,64
12491,84
8740,106
3666,34
7403,77
8478,106
14428,108
135,59
6181,35
8555,60
14097,8
6521,103
2245,11
868,95
11658,2
1785,26
9751,86
9393,112
15413,99
265,61
4191,40
3217,63
5075,23
7188,44
7967,11
4557,97
5209,23
8390,114
6590,95
487,110
2118,91
239,8
7426,101
11378,69
9344,112
13513,78
15230,99
2492,9
7382,31
1993,96
12414,106
898,95
4508,97
5246,26
11688,2
1553,26
10586,25
2050,78
1687,26
773,100
2034,70
7939,70
4603,105
1731,32
3247,63
4964,84
5401,85
3467,66
5239,23
9454,105
10533,98
14735,12
2360,11
13081,47
7718,101
11988,119
1766,26
4498,25
1504,26
9374,112
15334,48
2522,9
12675,2
11701,62
3198,63
5056,23
7169,44
8270,25
4538,97
1484,47
5190,23
1203,34
5572,88
9001,15
12067,119
12898,47
12240,47
3756,61
5313,93
7407,101
10445,106
12888,2
5868,86
11914,62
3975,105
7363,31
4866,47
15012,118
11495,78
11077,90
777,47
8735,17
1520,91
171,8
5264,93
6081,86
3765,2
3228,63
12710,117
13885,84
234,64
12474,106
5220,23
14862,66
8453,38
9614,70
11727,91
6023,81
6298,57
9352,70
1083,9
3887,113
4966,106
10475,106
5898,86
3355,23
4561,57
4461,119
1930,110
10347,106
15042,118
10245,58
10405,47
15190,16
5754,78
3660,70
4362,113
13040,113
6235,122
12099,84
5294,93
13635,30
6111,86
1064,117
5849,86
13094,120
14470,77
12395,119
13496,100
6261,30
1113,9
7467,101
4313,113
3917,113
6448,122
12178,84
13647,40
2609,31
5928,86
3385,23
6062,86
10377,106
14549,77
7443,121
14086,87
4402,47
6004,81
10192,60
9333,70
6661,122
1031,61
3029,95
5324,93
6358,84
7552,64
13603,118
5879,86
4423,106
8174,47
10328,106
14781,90
9729,6
5400,88
7673,61
12774,7
9109,32
5955,81
8154,105
6753,61
6175,84
9389,86
12080,84
12939,74
127,35
3415,23
13682,118
6092,86
3153,23
13414,44
12853,7
11022,113
62,91
9363,70
10805,115
13353,64
1515,2
3132,85
10661,107
4775,120
9197,37
4513,120
7290,121
10518,58
7424,121
5363,61
4444,20
12529,31
15201,16
1973,62
10173,60
932,95
10976,118
4823,53
6122,86
4988,120
8895,86
3042,47
1631,69
7503,121
13408,121
13845,122
14079,60
4060,30
7241,121
510,79
7549,8
10147,7
615,95
13862,62
15675,20
749,95
788,23
10707,115
9210,97
10504,15
10908,105
10041,25
10927,118
4994,56
9268,38
4543,120
10784,69
6945,15
1623,70
10797,8
11480,38
13400,122
14553,101
828,95
11122,64
12140,84
8523,106
14046,4
12549,23
1355,26
7838,3
8421,58
8581,47
5353,110
8185,47
9219,38
14904,35
1910,19
7271,121
6982,18
182,105
5825,105
10071,25
14245,106
14823,46
15420,36
9298,38
10888,18
4050,79
4573,120
2104,6
5566,110
12706,91
13243,30
13826,122
14143,58
8521,117
2805,53
9293,108
353,108
8875,120
9687,35
11767,108
7056,88
7868,3
14324,106
10022,25
14365,107
14719,110
1505,91
9208,37
9249,38
11302,8
1940,19
2900,61
9383,38
13395,20
11205,75
2884,53
4441,85
809,95
6810,32
7614,86
11246,113
547,95
406,119
5533,54
7090,86
10726,77
8411,107
6350,47
14853,46
15450,36
11281,70
4999,120
11482,60
14591,46
4916,85
1891,19
3694,43
10122,84
5411,64
11156,75
11899,119
5350,54
1797,91
9281,111
5341,5
8219,58
280,101
1970,19
15244,52
12847,43
1727,32
2814,115
4022,30
3067,66
12112,119
4302,47
5026,78
9274,108
11850,119
12662,34
14305,69
13983,18
14002,68
669,61
6500,112
12766,91
7532,30
14001,72
1921,19
5584,113
2122,9
7595,86
1065,34
6749,35
15431,36
882,61
646,50
8791,112
14811,62
8603,61
2844,115
13419,97
13534,84
11756,53
466,119
9170,108
3432,56
9304,108
11880,119
6195,122
479,58
12518,110
699,61
6530,112
15181,9
10938,94
3173,61
2173,95
2671,79
4410,88
912,61
14387,121
11151,94
4442,40
5595,19
6481,112
2623,8
11407,20
5782,74
11748,84
7573,44
13187,97
5773,25
11167,75
9656,122
11865,80
3126,70
10643,38
729,61
6560,112
863,61
9512,114
11358,20
8612,86
15255,52
15389,52
2242,23
5155,97
13295,44
2858,26
13138,97
447,119
10218,47
11437,20
15162,9
10759,105
11791,23
2154,95
11254,84
7171,121
7341,44
7305,121
14044,24
178,79
14672,81
9553,7
10076,48
11069,38
12189,69
15637,9
5530,95
893,61
411,21
53,84
5020,30
4528,56
4428,118
10810,43
10493,107
4607,120
7158,44
5620,25
8170,47
4343,47
2760,26
5900,79
6571,18
7256,121
10162,7
12369,121
14623,81
4683,115
14977,84
5481,95
844,61
2542,32
4722,43
2184,95
2385,85
291,77
5002,97
8331,86
4558,120
7335,121
11141,35
5851,79
11264,105
14574,81
923,61
4935,43
10740,105
10523,107
10127,107
4370,5
8544,86
8040,58
9678,15
7152,121
13057,121
9958,69
7286,121
14389,35
9796,7
159,79
2776,91
14653,81
5384,54
15222,9
392,21
2572,32
8262,107
8623,86
4509,56
6718,14
10474,107
4588,120
14930,90
8003,112
14560,38
2232,112
12741,6
2015,114
7975,50
2625,43
15655,12
5462,95
4144,79
4796,5
6876,78
9130,38
2707,112
9264,38
14539,100
9988,69
2445,112
7316,121
6994,70
8928,89
1364,9
6837,86
6429,32
9528,84
6649,35
10983,105
4701,118
3374,23
4976,57
4439,118
6748,14
4095,79
4618,120
10960,121
2202,61
8033,112
4430,69
10765,111
9939,69
2878,115
4705,8
14953,90
8588,105
2917,43
5030,64
1098,11
2655,43
3689,34
6425,34
6788,86
13887,66
11920,99
8243,107
13375,120
6699,14
15032,90
7912,7
13306,20
13025,7
1394,9
2213,112
3889,95
9252,41
15578,34
9752,98
3148,97
9053,97
11885,34
14319,110
14983,90
7151,30
11003,60
11631,117
9234,108
14134,64
6818,86
7571,64
2764,107
2315,15
6556,86
6630,35
8273,107
15529,34
7505,6
14733,100
14934,90
12873,30
2243,112
1183,95
6329,43
4832,62
6852,84
8569,105
12495,84
9782,98
3596,85
3670,34
5635,120
6406,34
7407,77
7063,38
6185,35
9083,97
10957,65
12600,100
12734,100
15013,90
15469,104
14046,72
13287,20
6542,43
12574,84
2092,64
12197,97
12708,84
2271,66
1789,26
9136,108
5022,78
12565,35
15559,34
13979,18
7435,31
11246,60
4878,70
1609,95
2462,11
7192,44
11903,64
13238,20
6799,86
3700,34
7437,77
7907,26
15510,34
7093,38
9610,112
9770,101
14481,121
14918,122
4737,30
6588,51
12243,105
10443,86
11563,117
11692,2
15589,34
1819,26
9785,86
11461,69
9441,47
7388,77
14515,119
4091,40
11042,122
10161,107
7222,44
7764,98
14247,75
3691,106
11294,77
13085,47
7467,77
10554,38
10091,48
1770,26
15466,48
12532,100
12095,62
14189,70
6618,51
11805,0
2127,34
14408,114
4408,97
5060,23
7173,44
11543,0
11722,2
13164,47
8654,17
1849,26
12410,110
5519,79
7814,77
9471,47
10505,38
12902,47
2726,70
3760,61
9154,111
14256,16
4121,40
4503,105
14638,81
1724,31
3281,63
7252,44
13157,44
306,77
7794,98
11305,64
15700,107
14497,78
15617,109
4378,110
13115,47
7752,101
10584,38
11081,90
1148,100
13798,77
14087,87
5556,82
5690,82
12185,113
14279,84
5655,61
14165,19
4669,30
3769,2
5090,23
250,118
6155,118
7203,44
8901,15
10577,35
8202,14
11752,2
10879,77
8336,14
13194,47
14668,81
3066,30
13592,93
9359,112
2031,43
4767,43
5028,84
8638,86
11470,23
7980,86
3751,69
5041,23
7154,44
13563,35
15046,118
12052,119
1073,47
9454,120
9058,120
7520,101
12663,7
4366,113
12443,106
9866,64
10986,95
12261,0
5120,23
7233,44
6613,70
7733,101
14698,81
8787,7
8591,95
248,85
1538,2
4738,106
14394,84
5932,86
4595,57
14218,87
5467,23
14553,77
11840,91
6504,19
800,9
2913,30
1330,9
2899,95
11550,29
6228,84
5328,93
12931,64
4514,105
1756,117
6145,86
10419,105
13454,105
4546,57
5666,88
13792,100
1712,47
14548,110
14785,90
6302,6
416,19
9430,5
2730,30
8158,105
6279,22
8359,95
13552,118
13686,118
3419,23
9014,26
1994,110
2591,100
14401,100
3986,70
6654,84
13765,118
3264,85
12961,64
6913,15
9549,77
13811,5
5913,86
7047,15
15077,90
4576,57
1945,110
13822,100
4333,70
15632,83
12638,84
1177,9
7531,64
8491,106
1598,2
8859,44
13716,118
13012,2
5992,86
14368,44
6126,86
455,24
8944,88
7507,121
4527,57
7681,8
1896,110
10284,122
9618,69
11316,40
13773,100
6027,43
14766,90
8704,106
1128,9
517,84
2100,105
8602,95
9094,32
9636,86
10520,106
1408,26
13667,118
3125,47
5943,86
7982,121
4606,57
1975,110
2572,100
4740,57
11548,53
832,95
11126,64
13347,113
8655,106
12144,84
2648,95
105,32
7452,77
3479,23
1285,77
6894,15
5416,47
14375,60
8189,47
7275,121
14796,90
6986,18
1260,20
4878,112
9124,32
11122,66
12820,74
12954,74
1579,2
1438,26
2076,54
10684,69
15328,99
10923,122
8829,114
12896,69
4467,19
11869,0
5573,115
11478,115
12727,31
5707,115
996,95
600,95
1137,34
8685,106
3611,34
4645,25
8423,106
11255,43
1651,26
7482,77
12193,97
2972,47
13428,78
14194,106
7903,70
8500,60
12151,100
15066,35
14028,73
4721,20
8384,114
9418,105
12646,42
679,95
1276,85
3485,43
813,95
5987,105
6377,31
6785,85
8502,106
10730,77
11107,64
11234,105
1468,26
4159,24
13727,118
7359,91
15298,48
12868,91
10848,69
5003,120
13902,119
2983,61
12102,100
14222,60
15358,99
11288,112
4920,122
1026,95
630,95
1167,34
8555,117
11320,64
15690,20
12204,47
8131,55
9647,86
1419,26
10665,69
2833,9
7946,9
8810,114
246,105
843,95
5105,23
581,95
10600,88
14309,69
9502,112
2953,47
8302,58
12308,60
5778,8
8481,60
3192,63
3830,91
5487,61
5528,62
12770,91
5184,23
11493,113
14284,12
4008,97
3430,120
1069,34
3612,97
7354,26
1569,91
10903,18
8372,9
2004,19
13721,20
13800,84
12389,106
4665,74
5135,23
6778,95
8946,15
9551,95
470,119
11884,119
2025,78
6199,122
7856,92
1125,50
1648,91
13062,91
13196,91
1955,19
4732,20
766,117
9429,105
12657,42
2335,11
15394,119
8897,15
6674,122
6889,47
6412,122
10204,101
6613,112
10875,77
13349,40
680,50
13335,105
2256,95
10341,106
13073,105
5165,23
5748,78
12176,119
8117,25
